Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",4.75,0.0888,1.6414,0.0981,0.9414,0.77,1.84,-0.04,-0.28,0.35,-1.09,-0.84,-0.20,-3.98,#N/A,100.00,42.85,2.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",3.02,0.0732,1.3308,0.0892,0.9393,1.77,0.07,-0.41,0.02,0.50,-0.68,-0.35,-0.71,-2.25,-5.66,97.07,41.54,1.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",3.58,0.0747,1.3565,0.0862,0.9378,1.36,0.45,0.04,-0.57,0.32,-0.20,-0.31,-0.57,-2.78,-5.66,97.07,41.37,1.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",3.29,0.0719,1.3052,0.0911,0.9312,1.32,0.56,-0.61,-0.61,1.14,-0.49,-0.25,-0.61,-2.51,-5.66,97.07,41.80,1.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW30,ROW36)",3.91,0.0826,1.5275,0.0997,0.9246,1.19,0.72,-0.41,-0.23,0.97,-0.64,-0.93,-0.92,-3.20,#N/A,100.00,42.84,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",3.34,0.0792,1.4577,0.0945,0.9234,-0.15,0.80,0.07,0.20,0.31,-0.02,-0.46,-1.74,-2.53,#N/A,100.00,43.42,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",2.29,0.0638,1.1517,0.0873,0.9222,0.19,0.33,0.34,-0.49,0.67,0.10,-0.98,-0.65,-1.52,-5.62,96.84,42.02,2.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",3.85,0.0779,1.4277,0.1018,0.9213,-0.37,-0.54,1.14,1.01,0.26,-0.64,-1.08,-0.23,-3.10,#N/A,100.00,44.08,2.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9)",1.85,0.0671,1.2008,0.0907,0.9207,0.12,0.60,0.00,1.33,0.07,0.14,-1.88,-0.81,-1.16,-3.77,94.10,39.55,2.24,2.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30)",4.27,0.0846,1.5570,0.0987,0.9148,0.71,0.36,1.26,0.05,-0.11,-1.50,-0.04,-0.70,-3.56,#N/A,100.00,42.55,2.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",3.04,0.0831,1.5333,0.0918,0.9108,0.88,0.74,-0.39,1.30,-0.62,-0.24,-1.51,-1.37,-2.24,#N/A,100.00,42.88,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",4.21,0.0815,1.4999,0.1011,0.9012,-0.07,1.29,0.03,0.06,-0.06,0.03,-0.78,-0.46,-3.50,#N/A,100.00,43.82,2.07,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",3.49,0.0758,1.3921,0.1149,0.9002,-1.75,0.55,0.60,1.25,1.21,-1.25,-0.36,-1.01,-2.89,#N/A,100.00,44.98,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",5.30,0.0875,1.6167,0.1012,0.8994,0.53,0.57,0.98,0.02,-0.42,-0.36,0.26,-0.46,-4.65,#N/A,100.00,43.47,2.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",3.18,0.0830,1.5241,0.0971,0.8956,0.50,0.49,0.30,0.33,0.18,-0.02,-1.27,-1.42,-2.50,#N/A,100.00,42.89,2.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",3.75,0.0843,1.5535,0.0982,0.8956,0.63,1.15,-0.15,0.56,0.38,-1.03,-1.05,-0.96,-3.01,#N/A,100.00,43.26,2.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",3.80,0.0795,1.4649,0.1065,0.8953,0.32,-0.10,1.09,0.36,-0.11,-0.98,-0.33,-0.68,-3.08,#N/A,100.00,43.94,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.77,0.0810,1.4901,0.1016,0.8880,0.12,-0.20,1.38,0.56,-0.59,0.15,-0.75,-1.13,-3.03,#N/A,100.00,43.75,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",2.80,0.0736,1.3359,0.0928,0.8850,0.98,0.88,0.33,-0.31,0.43,-0.14,-1.30,-0.78,-2.08,-5.62,96.84,41.23,2.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",2.65,0.0715,1.2966,0.0878,0.8791,0.91,0.52,0.29,0.17,0.14,-0.56,-0.51,-1.06,-1.90,-5.66,97.07,42.03,2.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",2.49,0.0685,1.2439,0.0819,0.8781,1.32,0.64,-0.74,0.31,0.43,-0.70,-0.42,-1.01,-1.75,-5.66,97.07,41.76,2.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30)",3.97,0.0796,1.4639,0.1027,0.8779,-0.07,0.02,1.03,0.08,0.43,0.03,-0.93,-0.83,-3.34,#N/A,100.00,43.29,2.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",3.80,0.0818,1.5087,0.1018,0.8752,0.77,-0.24,1.11,0.65,-0.80,0.02,-1.12,-0.77,-3.08,#N/A,100.00,43.52,2.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",4.38,0.0836,1.5424,0.1026,0.8708,-0.01,1.38,0.62,0.32,0.00,-0.40,-1.27,-0.42,-3.71,#N/A,100.00,43.83,2.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",5.25,0.0841,1.5484,0.1111,0.8664,-0.09,0.23,0.58,1.01,0.33,-1.14,-0.25,0.32,-4.63,#N/A,100.00,43.92,2.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21)",2.25,0.0638,1.1406,0.0944,0.8655,0.70,-0.48,0.25,0.92,-0.53,-0.39,0.55,-0.90,-1.57,-3.77,94.10,40.32,2.10,2.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",3.88,0.0781,1.4320,0.1075,0.8643,-0.37,0.12,0.52,0.62,0.38,-0.11,-1.22,-0.32,-3.23,#N/A,100.00,44.22,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",4.27,0.0853,1.5731,0.1003,0.8568,0.66,1.19,-0.08,0.41,-0.86,0.01,-0.52,-0.63,-3.64,#N/A,100.00,43.32,2.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",2.09,0.0690,1.2569,0.0827,0.8516,0.53,0.56,0.57,0.17,0.49,0.17,-1.42,-1.61,-1.36,-5.66,97.07,41.40,2.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",3.06,0.0691,1.2501,0.0970,0.8503,0.25,0.60,-0.13,1.16,0.34,-0.59,-1.35,0.27,-2.39,-5.62,96.84,41.78,2.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",4.03,0.0792,1.4571,0.1052,0.8493,-0.01,-0.28,1.25,0.38,-0.36,0.29,-0.41,-1.06,-3.30,#N/A,100.00,44.15,2.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",3.91,0.0816,1.4972,0.1043,0.8432,-0.38,0.35,1.39,0.58,0.34,-1.07,-0.95,-0.42,-3.34,#N/A,100.00,44.06,2.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",4.30,0.0813,1.5007,0.1067,0.8413,-0.36,0.38,0.43,1.87,0.22,-1.30,-0.30,-0.85,-3.63,#N/A,100.00,44.40,2.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30)",4.67,0.0780,1.4362,0.1098,0.8409,-0.53,-0.21,1.19,0.53,0.12,-0.16,0.07,-0.47,-4.13,#N/A,100.00,43.89,2.36,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",2.79,0.0695,1.2438,0.0939,0.8358,0.61,0.36,1.18,0.45,-1.07,-0.51,-0.63,0.48,-2.11,-4.13,94.64,41.90,2.05,3.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",3.96,0.0830,1.5283,0.1109,0.8304,-0.40,0.53,0.71,0.79,0.14,-0.63,-0.62,-0.70,-3.40,#N/A,100.00,43.85,2.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24)",3.82,0.0748,1.3410,0.0899,0.8240,2.24,0.00,0.20,0.27,-1.15,0.08,-0.31,0.55,-3.19,-4.13,94.64,41.11,1.93,2.00,100.00
Earnings Quality Decile,3.07,0.0305,0.4877,0.0752,0.8166,0.60,-0.52,-1.29,0.23,-0.02,0.58,-1.65,-1.17,-3.62,-0.80,63.27,4.59,0.15,1.00,10.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",4.31,0.0865,1.5993,0.1029,0.8145,1.20,1.13,-0.61,0.95,0.19,-1.35,-0.94,-0.30,-3.71,#N/A,100.00,42.95,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW36)",1.69,0.0653,1.1817,0.0879,0.8136,0.06,1.11,-0.05,0.29,0.27,0.27,-1.58,-1.19,-1.00,-5.62,96.84,41.74,2.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",4.09,0.0799,1.4668,0.1107,0.8106,-0.27,0.60,0.31,0.60,1.14,-0.67,-1.86,0.15,-3.55,#N/A,100.00,44.31,2.27,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",2.66,0.0696,1.2610,0.0894,0.8024,0.70,0.97,-0.01,-0.12,0.03,-0.18,-0.26,-1.02,-1.99,-5.66,97.07,42.29,2.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",3.41,0.0824,1.5189,0.1013,0.7867,0.47,1.05,0.42,-0.16,0.47,-1.02,-0.27,-1.45,-2.83,#N/A,100.00,43.60,2.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",2.65,0.0700,1.2513,0.0928,0.7859,1.10,0.99,0.44,-0.21,-0.37,-0.92,-0.47,0.24,-2.07,-4.13,94.64,41.97,1.98,2.67,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",3.93,0.0835,1.5414,0.0939,0.7810,1.86,-0.94,0.50,0.07,0.44,-0.62,-0.13,-1.23,-3.29,#N/A,100.00,42.83,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW36)",2.68,0.0759,1.3841,0.0774,0.7654,1.89,0.56,0.93,-1.00,-0.40,0.08,-0.56,-1.25,-2.09,-5.66,97.07,40.34,2.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",3.64,0.0844,1.5515,0.1045,0.7654,0.44,-0.24,1.05,0.94,0.17,-1.08,-0.69,-0.80,-3.09,#N/A,100.00,43.33,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",3.15,0.0811,1.4941,0.0951,0.7633,0.76,1.04,-0.41,0.41,0.18,-0.86,-0.20,-1.74,-2.55,#N/A,100.00,43.22,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",2.98,0.0741,1.3492,0.0780,0.7581,1.66,1.07,-0.01,-0.78,0.45,-0.53,-0.29,-0.96,-2.42,-5.66,97.07,40.74,1.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",3.95,0.0878,1.6231,0.0976,0.7562,1.73,0.61,0.14,-0.05,0.41,-1.65,-0.26,-0.87,-3.44,#N/A,100.00,42.71,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26)",1.26,0.0633,1.1299,0.0963,0.7493,0.09,1.18,0.20,0.21,0.82,-0.86,-0.89,-1.42,-0.67,-3.77,94.10,41.24,2.21,3.25,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW36)",1.95,0.0670,1.2195,0.0840,0.7451,0.66,0.99,0.14,-0.23,0.28,0.06,-1.24,-1.12,-1.34,-5.66,97.07,41.69,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",3.28,0.0808,1.4836,0.1043,0.7449,0.40,-0.32,1.28,0.58,0.13,-0.57,-1.58,-0.56,-2.74,#N/A,100.00,43.61,2.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",3.11,0.0793,1.4566,0.0983,0.7381,-0.01,0.75,0.78,0.42,0.78,-1.13,-1.86,-0.41,-2.58,#N/A,100.00,43.37,2.40,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",1.85,0.0701,1.2593,0.0947,0.7151,0.53,1.22,1.01,0.75,-0.92,-0.95,-0.80,-0.75,-1.28,-4.13,94.64,41.68,2.09,3.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",4.16,0.0801,1.4701,0.1089,0.7113,-0.57,-0.09,0.67,1.49,0.50,-0.91,-0.35,-0.66,-3.68,#N/A,100.00,44.49,2.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",2.70,0.0738,1.3530,0.1008,0.7093,-0.12,-0.09,0.35,1.35,0.24,-1.08,-0.49,-1.33,-2.16,#N/A,100.00,44.00,2.50,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.22,0.0802,1.4705,0.1035,0.7090,0.03,0.08,1.12,0.47,-0.28,0.51,-1.65,-0.89,-2.74,#N/A,100.00,43.83,2.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26)",1.06,0.0652,1.1640,0.0930,0.7071,-0.13,1.37,-0.14,1.03,0.61,-0.95,-1.57,-0.97,-0.54,-3.77,94.10,40.97,2.23,3.60,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",3.67,0.0734,1.3329,0.0866,0.7057,2.31,-0.24,-0.21,-0.59,0.82,0.12,-0.63,-0.21,-3.08,-5.66,97.07,41.58,1.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",3.71,0.0802,1.4795,0.0957,0.7000,0.33,1.31,1.05,-0.87,1.16,-1.28,-1.51,-0.20,-3.17,#N/A,100.00,43.26,2.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",4.39,0.0866,1.5964,0.1070,0.6918,0.81,0.93,0.10,0.51,0.59,-1.51,-0.65,-0.19,-3.90,#N/A,100.00,43.19,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",3.27,0.0823,1.5144,0.1109,0.6893,0.61,0.08,0.76,1.18,-0.26,-1.38,-0.64,-0.84,-2.86,#N/A,100.00,43.34,2.30,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",3.53,0.0843,1.5577,0.0947,0.6824,2.13,-0.28,-0.19,1.11,-0.54,-1.00,-0.32,-1.28,-3.02,#N/A,100.00,42.45,2.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26)",2.27,0.0680,1.2190,0.0982,0.6814,0.54,1.25,1.56,-0.25,-0.81,-0.28,-1.43,0.05,-1.71,-4.13,94.64,42.03,2.08,3.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",2.77,0.0760,1.3904,0.1006,0.6745,0.10,-0.41,0.73,0.35,0.27,0.20,-0.80,-1.45,-2.28,#N/A,100.00,43.89,2.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30)",4.47,0.0849,1.5648,0.1129,0.6704,0.43,0.86,0.87,-0.19,0.24,-0.66,-0.58,-0.17,-4.06,#N/A,100.00,43.63,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24)",2.98,0.0699,1.2485,0.1029,0.6690,1.23,-0.08,0.36,0.37,-0.30,-0.42,0.00,0.07,-2.61,-3.77,94.10,41.35,1.94,2.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",1.86,0.0588,1.0457,0.0938,0.6673,0.19,0.08,0.39,0.80,0.35,-1.13,-0.49,0.01,-1.42,-3.77,94.10,41.46,2.33,4.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",3.42,0.0786,1.4421,0.1091,0.6666,0.30,0.24,0.09,0.98,0.53,-0.75,-1.53,-0.25,-2.92,#N/A,100.00,44.02,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30,ROW36)",3.06,0.0806,1.4844,0.1186,0.6651,0.49,-0.60,1.45,0.03,0.74,-1.11,0.07,-1.66,-2.72,#N/A,100.00,43.86,2.25,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30)",2.78,0.0773,1.4182,0.1032,0.6550,0.13,0.85,-0.10,0.56,1.04,-0.84,-1.61,-0.99,-2.34,#N/A,100.00,43.83,2.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",2.39,0.0689,1.2319,0.1037,0.6530,0.24,0.53,0.58,0.81,-0.57,-0.41,0.17,-0.65,-1.94,-3.77,94.10,41.30,2.04,3.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24)",2.35,0.0711,1.2753,0.1044,0.6530,0.78,1.36,-0.44,0.95,-0.37,-0.16,-0.68,-0.68,-1.94,-3.77,94.10,40.90,2.12,3.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30)",3.79,0.0753,1.3826,0.1166,0.6485,-0.49,0.42,0.55,0.78,0.91,-1.64,-0.82,0.41,-3.42,#N/A,100.00,44.80,2.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW36)",1.58,0.0738,1.3467,0.0792,0.6369,1.36,1.22,-0.49,0.41,0.12,-0.04,-1.02,-2.24,-1.12,-5.66,97.07,40.39,2.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",2.38,0.0668,1.1894,0.1001,0.6262,-0.05,0.42,1.31,1.08,-1.20,-0.27,-1.20,0.55,-1.97,-3.77,94.10,41.95,2.07,3.17,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",3.36,0.0767,1.4089,0.0983,0.6245,0.03,0.55,0.41,-0.01,0.37,0.08,-0.45,-1.42,-2.86,#N/A,100.00,43.82,2.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",2.38,0.0669,1.2110,0.0968,0.6220,-0.16,1.58,0.29,0.06,-0.03,-0.22,-0.96,-0.28,-1.93,-5.62,96.84,42.39,2.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30,ROW36)",3.27,0.0767,1.4105,0.1106,0.6196,0.48,0.63,0.12,-0.28,0.17,-0.18,-0.82,-0.55,-2.93,#N/A,100.00,43.35,2.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",2.05,0.0692,1.2536,0.0940,0.6191,-0.04,1.46,0.32,0.98,-0.39,0.03,-1.63,-0.79,-1.57,-5.62,96.84,42.05,2.12,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",2.80,0.0715,1.2948,0.0935,0.6098,1.30,0.67,-0.35,0.49,0.31,-1.12,0.16,-0.71,-2.35,-5.62,96.84,41.55,1.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW36)",2.89,0.0700,1.2752,0.0796,0.6097,1.56,0.89,-0.13,-0.88,0.27,0.30,-0.79,-0.39,-2.45,-5.66,97.07,41.04,2.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW36)",2.58,0.0670,1.2119,0.1005,0.6020,0.44,1.06,-0.06,-0.53,0.45,-0.09,-0.46,-0.21,-2.17,-5.62,96.84,42.13,2.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",2.79,0.0800,1.4743,0.0951,0.6019,0.98,0.84,-0.62,0.69,0.62,-1.22,-1.07,-0.98,-2.37,#N/A,100.00,43.14,2.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",2.51,0.0768,1.4068,0.1075,0.6002,-0.31,0.35,0.62,0.69,-0.05,-0.06,-0.70,-1.57,-2.18,#N/A,100.00,44.16,2.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26)",2.22,0.0712,1.2769,0.0941,0.5982,1.23,0.90,0.91,-0.10,0.16,-0.83,-1.18,-0.19,-1.80,-4.13,94.64,41.78,2.01,2.67,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",3.03,0.0782,1.4357,0.1016,0.5961,0.11,0.21,0.24,0.84,0.37,-0.55,-0.35,-1.44,-2.69,#N/A,100.00,43.23,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",2.08,0.0705,1.2838,0.0817,0.5851,1.27,1.03,-0.34,0.97,-0.65,-0.14,-1.03,-1.13,-1.60,-5.66,97.07,41.49,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW36)",1.79,0.0723,1.3201,0.0796,0.5823,2.12,0.20,0.05,0.17,-0.48,0.68,-1.28,-1.88,-1.33,-5.66,97.07,40.53,2.07,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30)",4.56,0.0882,1.6316,0.1019,0.5813,0.89,1.40,0.85,0.02,-0.21,-0.62,-0.63,-0.66,-4.17,#N/A,100.00,43.18,2.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",4.32,0.0830,1.5282,0.1104,0.5784,0.82,0.17,0.18,0.89,-0.10,-0.37,-0.92,0.08,-3.99,#N/A,100.00,43.43,2.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",2.51,0.0671,1.1994,0.0966,0.5702,0.72,0.73,1.33,-0.31,-0.83,-0.16,-1.14,0.76,-2.10,-4.13,94.64,42.24,2.04,3.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",3.46,0.0774,1.4242,0.0991,0.5698,0.55,0.28,0.38,0.73,-0.19,-0.24,-0.92,-0.76,-3.03,#N/A,100.00,43.56,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",3.65,0.0801,1.4749,0.1156,0.5639,-0.28,0.60,0.85,0.58,-0.08,-0.45,0.17,-1.34,-3.40,#N/A,100.00,44.16,2.19,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",1.95,0.0705,1.2808,0.0888,0.5536,0.41,1.88,0.05,0.00,-0.27,0.39,-0.91,-1.65,-1.52,-5.66,97.07,42.09,2.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",1.85,0.0731,1.3136,0.0916,0.5420,1.00,1.11,1.04,0.17,-0.22,-0.08,-1.83,-0.70,-1.45,-4.13,94.64,41.50,2.01,3.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",3.94,0.0815,1.4969,0.1052,0.5392,-0.19,0.89,1.25,0.74,-0.02,-0.50,-2.22,0.59,-3.67,#N/A,100.00,43.85,2.32,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",2.82,0.0744,1.3635,0.1130,0.5330,-0.64,0.48,0.85,0.52,0.06,-0.28,-0.50,-1.22,-2.49,#N/A,100.00,44.65,2.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30,ROW36)",3.42,0.0763,1.4005,0.1084,0.5325,-0.29,0.65,0.52,0.11,0.62,-0.38,-0.69,-0.65,-3.14,#N/A,100.00,43.77,2.29,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30)",4.25,0.0814,1.5013,0.1184,0.5318,-0.56,0.69,0.40,1.17,0.33,-0.90,0.38,-0.83,-4.02,#N/A,100.00,44.43,2.23,1.00,100.00
