Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",1.79,0.0797,1.6488,0.0915,0.6464,1.18,0.88,0.33,0.62,-0.33,0.46,-0.33,-1.24,-1.34,#N/A,100.00,44.64,1.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",2.28,0.0775,1.6040,0.0914,0.6451,0.96,1.18,0.05,0.19,0.31,0.06,0.37,-1.06,-1.88,#N/A,100.00,44.32,1.96,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",1.81,0.0773,1.5999,0.0918,0.6425,1.21,0.72,0.28,0.38,0.21,0.11,-0.26,-1.07,-1.36,#N/A,100.00,44.06,1.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",1.91,0.0733,1.5183,0.0853,0.6417,0.58,0.93,1.15,-0.15,0.20,0.42,-0.23,-1.08,-1.51,#N/A,100.00,44.69,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",2.23,0.0735,1.5213,0.0854,0.6360,1.05,0.34,0.26,0.51,1.46,-0.31,-0.01,-1.21,-1.80,#N/A,100.00,43.82,2.38,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",1.25,0.0735,1.4896,0.0938,0.6348,1.25,0.58,0.22,0.38,0.37,-0.12,-1.37,-0.45,-0.78,0.85,96.38,43.66,1.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",1.45,0.0707,1.4345,0.0940,0.6333,0.72,0.82,-0.07,0.55,0.65,-0.18,-0.11,-1.21,-1.02,0.85,96.38,42.65,2.12,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",1.39,0.0751,1.5222,0.0941,0.6311,1.22,0.62,0.53,0.08,0.54,-0.46,-0.27,-1.16,-0.93,0.85,96.38,43.53,1.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",1.76,0.0745,1.5417,0.0860,0.6302,0.93,0.72,0.26,0.86,0.50,-0.16,-0.73,-0.85,-1.33,#N/A,100.00,44.71,2.20,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",1.59,0.0689,1.3988,0.0938,0.6195,0.73,0.65,-0.14,0.73,0.31,0.27,-1.00,-0.27,-1.14,0.85,96.38,42.80,2.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",1.70,0.0739,1.5286,0.0847,0.6115,0.68,0.78,0.83,0.55,0.46,-0.24,-0.30,-1.10,-1.31,#N/A,100.00,45.15,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",1.96,0.0780,1.6128,0.0914,0.6064,1.37,0.78,0.06,0.79,0.24,-0.02,0.07,-1.41,-1.59,#N/A,100.00,44.73,1.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",2.14,0.0755,1.5603,0.0848,0.6020,0.75,0.83,0.57,0.49,0.76,0.00,-0.39,-0.99,-1.76,#N/A,100.00,45.04,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",2.03,0.0816,1.6871,0.0914,0.5969,1.55,1.06,-0.20,0.71,0.13,0.17,-0.50,-1.00,-1.66,#N/A,100.00,44.95,1.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24)",1.06,0.0547,1.0981,0.0880,0.5935,0.51,0.45,0.11,1.73,0.33,0.03,-0.74,0.29,-0.63,-2.40,92.86,41.35,2.64,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",1.43,0.0727,1.4740,0.0941,0.5885,1.16,0.62,0.07,0.58,-0.17,0.19,-0.53,-0.75,-0.98,0.85,96.38,43.30,2.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",1.78,0.0771,1.5958,0.0914,0.5852,1.36,0.25,0.77,0.32,0.34,-0.06,-0.25,-1.00,-1.36,#N/A,100.00,44.45,1.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26)",0.92,0.0602,1.2020,0.0833,0.5750,0.98,0.16,1.11,0.32,0.22,0.65,0.10,-0.99,-0.51,-2.40,92.86,42.64,2.43,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",2.20,0.0749,1.5481,0.0836,0.5746,0.87,0.56,0.67,0.33,0.85,0.57,-0.44,-1.27,-1.81,#N/A,100.00,45.00,2.23,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW36)",1.86,0.0719,1.4609,0.0972,0.5699,1.33,0.61,0.19,-0.24,0.60,1.06,-1.12,-0.77,-1.51,0.85,96.38,41.20,2.54,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30)",2.14,0.0755,1.5593,0.0823,0.5670,0.76,0.72,1.01,0.14,0.29,0.70,-0.18,-1.33,-1.79,#N/A,100.00,45.58,2.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",1.65,0.0790,1.6335,0.0901,0.5648,0.91,1.38,0.59,0.27,-0.14,0.21,-0.40,-1.22,-1.27,#N/A,100.00,44.30,1.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",1.42,0.0772,1.5979,0.0858,0.5549,1.24,0.60,0.27,0.82,0.70,-0.42,-0.36,-1.45,-1.05,#N/A,100.00,45.38,2.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",1.49,0.0759,1.5701,0.0857,0.5514,1.53,0.11,-0.12,1.00,0.90,0.11,-0.64,-1.42,-1.14,#N/A,100.00,44.59,2.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",1.76,0.0755,1.5634,0.0912,0.5413,1.27,0.25,0.63,0.67,0.43,-0.02,-0.01,-1.47,-1.41,#N/A,100.00,44.01,2.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26)",0.50,0.0668,1.3308,0.0842,0.5329,1.20,0.70,0.13,1.22,0.33,0.30,-0.94,-0.83,-0.11,-2.40,92.86,43.43,2.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",1.37,0.0699,1.4192,0.0943,0.5013,1.39,0.18,-0.14,0.32,0.77,-0.01,-0.94,-0.25,-1.03,0.85,96.38,42.51,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",1.88,0.0768,1.5877,0.0904,0.4851,1.31,0.55,0.40,0.29,0.84,0.16,-0.13,-1.48,-1.60,#N/A,100.00,43.89,2.00,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24)",0.97,0.0555,1.1131,0.0861,0.4771,0.84,-0.07,0.64,1.39,0.15,0.11,-0.53,0.21,-0.65,-2.40,92.86,41.56,2.63,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24)",0.91,0.0579,1.1596,0.0856,0.4713,0.83,0.11,0.66,1.28,0.61,-0.11,-0.31,-0.35,-0.61,-2.40,92.86,41.38,2.62,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",1.68,0.0786,1.6227,0.0889,0.4672,0.61,1.69,0.87,0.18,-0.04,0.14,-0.47,-1.09,-1.42,#N/A,100.00,44.78,1.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",1.71,0.0789,1.6322,0.0914,0.4431,1.73,0.39,0.04,0.65,0.42,0.13,-0.28,-1.14,-1.45,#N/A,100.00,43.95,1.94,1.00,100.00
IQS Rank,0.41,0.0330,0.5780,0.0997,0.4385,1.26,0.76,1.13,0.78,0.40,0.64,0.69,0.23,-0.25,-1.00,68.52,"1,292.05",136.86,1.00,"3,998.00"
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",1.72,0.0801,1.6567,0.0912,0.4290,1.76,0.65,0.37,0.48,0.17,-0.01,-0.32,-1.15,-1.51,#N/A,100.00,45.05,1.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",1.15,0.0670,1.3632,0.0950,0.4215,0.72,0.72,0.18,0.60,0.14,0.34,-0.61,-0.81,-0.94,0.85,96.38,42.04,2.31,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",1.36,0.0679,1.3814,0.0946,0.4155,1.47,0.05,0.31,0.33,-0.07,0.27,-0.27,-0.57,-1.16,0.85,96.38,41.84,2.35,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",1.12,0.0762,1.5411,0.0910,0.3780,1.49,0.40,0.58,0.59,-0.21,0.22,-0.65,-1.10,-0.91,0.85,96.38,43.93,1.92,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",1.85,0.0765,1.5830,0.0841,0.3778,0.85,0.82,0.52,1.11,0.37,0.04,-0.63,-0.89,-1.68,#N/A,100.00,44.59,2.24,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",1.93,0.0793,1.6385,0.0897,0.3771,1.69,0.86,-0.16,0.71,0.19,0.05,0.23,-1.25,-1.76,#N/A,100.00,44.57,1.95,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",0.87,0.0723,1.4657,0.0915,0.3504,1.35,0.47,0.75,-0.23,-0.24,1.02,-0.22,-1.75,-0.69,0.85,96.38,43.08,2.17,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",1.68,0.0756,1.5658,0.0916,0.3489,1.78,0.30,0.60,0.15,0.34,-0.23,0.64,-1.48,-1.57,#N/A,100.00,43.63,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",1.72,0.0818,1.6883,0.0891,0.3436,1.38,1.19,0.54,0.46,-0.27,0.48,-0.49,-1.22,-1.56,#N/A,100.00,45.41,1.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",1.72,0.0780,1.6116,0.0846,0.3363,1.10,0.48,1.03,0.23,0.55,0.57,-0.47,-1.36,-1.57,#N/A,100.00,45.26,2.07,1.00,100.00
RONA,-0.22,0.0291,0.4968,0.0705,0.3329,0.03,0.61,0.24,0.03,1.10,1.01,0.66,0.65,0.36,-1.32,72.00,4.90,0.91,-317.30,113.62
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24)",0.87,0.0581,1.1646,0.0860,0.2939,1.16,-0.03,0.66,1.23,0.40,0.06,-0.24,-0.23,-0.77,-2.40,92.86,41.17,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW36)",0.90,0.0735,1.4879,0.0903,0.2877,1.45,0.89,-0.07,0.62,-0.32,0.39,-0.26,-1.37,-0.82,0.85,96.38,43.50,2.08,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",1.87,0.0769,1.5921,0.0911,0.2875,1.64,0.25,0.59,0.21,0.72,-0.05,0.12,-1.05,-1.81,#N/A,100.00,43.52,2.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW36)",1.05,0.0709,1.4370,0.0908,0.2864,0.72,1.50,-0.03,-0.03,0.80,-0.03,-0.45,-0.99,-0.96,0.85,96.38,42.98,2.12,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",1.59,0.0786,1.6258,0.0910,0.2771,1.69,0.70,-0.01,0.43,0.83,-0.23,0.07,-1.37,-1.51,#N/A,100.00,44.33,1.89,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",1.48,0.0788,1.6278,0.0835,0.2753,1.10,1.03,0.43,0.90,0.44,0.10,-0.75,-1.18,-1.41,#N/A,100.00,45.82,2.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",1.01,0.0700,1.4218,0.0928,0.2558,1.32,0.69,-0.37,0.83,0.43,0.10,-0.22,-1.20,-0.99,0.85,96.38,41.85,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30,ROW36)",1.74,0.0770,1.5910,0.0883,0.2406,1.28,0.66,0.98,0.34,0.52,-0.40,0.12,-1.12,-1.71,#N/A,100.00,44.30,2.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",1.92,0.0795,1.6419,0.0886,0.2378,1.43,1.42,-0.07,0.70,-0.25,0.37,0.23,-1.33,-1.87,#N/A,100.00,45.07,1.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",1.55,0.0813,1.6804,0.0895,0.2334,1.67,0.73,0.67,0.43,0.22,-0.31,0.41,-1.66,-1.50,#N/A,100.00,44.92,1.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24)",1.19,0.0584,1.1680,0.0834,0.2256,1.25,0.27,0.61,0.85,0.23,0.52,-0.84,0.53,-1.18,-2.40,92.86,41.37,2.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24)",0.95,0.0584,1.1664,0.0815,0.2111,0.97,0.23,0.86,0.67,0.92,0.34,-1.19,0.39,-0.93,-2.40,92.86,41.67,2.62,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",1.30,0.0681,1.3851,0.0933,0.2098,1.31,0.65,-0.02,0.17,0.48,-0.01,-0.21,-0.49,-1.30,0.85,96.38,41.99,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",0.77,0.0720,1.4611,0.0914,0.2035,1.58,0.67,0.10,-0.09,0.60,0.60,-1.07,-1.02,-0.76,0.85,96.38,42.63,2.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",1.50,0.0775,1.6021,0.0896,0.1944,1.68,0.90,0.00,0.98,-0.23,0.12,0.34,-1.56,-1.52,#N/A,100.00,43.84,2.07,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW36)",0.84,0.0693,1.4083,0.0928,0.1644,0.69,1.11,0.29,0.58,0.02,0.45,-0.35,-1.26,-0.89,0.85,96.38,42.08,2.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24)",1.13,0.0563,1.1296,0.0862,0.1551,1.29,0.10,0.55,0.91,0.22,0.07,-0.21,0.61,-1.16,-2.40,92.86,41.32,2.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",0.86,0.0751,1.5212,0.0918,0.1404,1.64,0.52,0.45,0.10,-0.12,0.85,-0.56,-1.34,-0.89,0.85,96.38,43.50,1.99,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW36)",0.74,0.0676,1.3734,0.0929,0.1133,1.03,0.74,0.19,0.72,0.00,0.18,-0.51,-0.81,-0.84,0.85,96.38,42.24,2.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",0.82,0.0704,1.4307,0.0910,0.0845,1.51,0.77,0.20,-0.12,0.59,0.55,-0.86,-0.95,-0.96,0.85,96.38,42.03,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30)",1.09,0.0763,1.5766,0.0830,0.0843,1.00,1.23,0.47,1.00,0.25,0.05,-0.93,-1.09,-1.20,#N/A,100.00,45.14,2.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30)",1.56,0.0739,1.5269,0.0822,0.0158,0.92,1.10,0.76,1.05,0.32,-0.25,-0.17,-1.11,-1.75,#N/A,100.00,44.75,2.34,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30)",1.39,0.0737,1.5258,0.0836,-0.0464,1.47,0.57,0.82,0.37,0.75,0.32,-0.43,-1.25,-1.67,#N/A,100.00,44.19,2.39,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",0.72,0.0699,1.4185,0.0902,-0.0702,0.65,1.54,0.82,0.12,-0.01,0.55,-0.72,-1.10,-1.01,0.85,96.38,42.31,2.26,1.00,100.00
Price to 52 Week High,0.94,0.0581,1.2024,0.0890,-0.1076,0.34,1.41,0.78,1.07,0.63,0.46,-1.19,-1.27,-1.37,#N/A,100.00,0.81,0.05,0.03,1.00
Earnings Quality Decile,1.33,0.0352,0.6058,0.0814,-0.2003,0.19,0.95,0.69,0.55,0.82,0.32,-0.15,-2.54,-2.18,-0.03,68.86,4.95,0.25,1.00,10.00
POE Screen,#N/A,#N/A,#N/A,#N/A,#N/A,1.15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.81,47.41,1.00,0.00,1.00,1.00
