Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",3.35,0.0694,2.2751,0.0918,-0.5417,-0.45,-0.09,0.33,-0.38,-1.08,-0.81,-1.30,-3.25,-4.21,#N/A,100.00,51.28,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",3.57,0.0665,2.1641,0.0867,-0.5501,-0.44,0.41,-0.01,-0.93,-0.72,-1.23,-1.03,-2.80,-4.38,#N/A,100.00,51.39,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",4.27,0.0784,2.5659,0.1032,-0.5629,-0.47,0.01,0.05,-0.50,0.24,-0.55,-1.83,-3.17,-5.11,#N/A,100.00,52.29,2.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",3.20,0.0637,2.0645,0.0886,-0.5673,-0.34,-0.11,0.34,-1.12,-0.49,-1.70,-1.18,-2.45,-4.13,#N/A,100.00,51.50,2.75,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",4.11,0.0776,2.5492,0.1039,-0.5842,-0.62,0.07,-0.11,-0.29,0.14,-0.40,-1.99,-3.12,-4.99,#N/A,100.00,52.30,2.68,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",4.73,0.0790,2.5994,0.1005,-0.5880,-0.74,0.26,0.29,-0.17,-0.35,-0.17,-1.79,-3.06,-5.51,#N/A,100.00,52.20,2.61,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",4.31,0.0815,2.6639,0.0941,-0.6125,-0.19,0.16,0.11,-0.30,0.16,-0.68,-1.90,-3.37,-5.17,#N/A,100.00,51.44,2.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",4.42,0.0731,2.3853,0.0965,-0.6216,-0.51,-0.15,0.24,-0.15,-0.74,-0.20,-1.39,-2.99,-5.32,#N/A,100.00,52.29,2.69,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30)",3.15,0.0645,2.0831,0.0879,-0.6222,-0.25,0.03,0.20,-1.09,-0.45,-1.64,-1.25,-2.52,-4.14,#N/A,100.00,51.45,2.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30,ROW36)",3.33,0.0702,2.2907,0.0908,-0.6461,-0.44,0.05,0.21,-0.38,-0.89,-0.75,-1.36,-3.28,-4.31,#N/A,100.00,51.25,2.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",4.56,0.0795,2.6100,0.0997,-0.6476,-0.59,0.08,0.45,-0.09,-0.45,-0.16,-1.86,-3.16,-5.41,#N/A,100.00,52.19,2.64,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",4.51,0.0750,2.4520,0.0944,-0.6535,-0.21,-0.07,0.05,-0.20,-0.47,-0.58,-1.24,-3.04,-5.36,#N/A,100.00,52.19,2.62,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",4.02,0.0802,2.6271,0.0978,-0.6562,-0.28,0.11,-0.07,0.19,-0.19,-0.91,-1.82,-3.19,-5.05,#N/A,100.00,51.50,2.69,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",4.19,0.0752,2.4464,0.0914,-0.6605,0.02,-0.10,-0.11,-0.57,0.19,-1.09,-1.42,-2.88,-5.15,#N/A,100.00,51.60,2.68,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",3.30,0.0672,2.1789,0.0859,-0.6643,-0.32,0.39,0.00,-1.16,-0.43,-1.09,-1.24,-2.93,-4.26,#N/A,100.00,51.35,2.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30)",4.23,0.0812,2.6475,0.0967,-0.6669,-0.08,0.05,0.09,-0.01,-0.07,-1.21,-1.77,-2.95,-5.26,#N/A,100.00,51.47,2.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",4.40,0.0738,2.4005,0.0958,-0.6869,-0.30,0.00,-0.05,-0.05,-0.99,0.19,-1.60,-2.96,-5.37,#N/A,100.00,52.28,2.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",4.28,0.0762,2.4677,0.0906,-0.7216,0.26,-0.04,0.00,-0.79,0.29,-1.35,-1.34,-2.79,-5.29,#N/A,100.00,51.57,2.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",4.44,0.0755,2.4622,0.0937,-0.7339,-0.12,0.03,0.15,-0.37,-0.60,-0.19,-1.45,-3.07,-5.39,#N/A,100.00,52.18,2.65,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",4.52,0.0783,2.5618,0.0966,-0.7967,-0.16,-0.13,0.28,0.03,-0.97,0.01,-1.93,-2.59,-5.62,#N/A,100.00,51.85,2.57,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",3.89,0.0733,2.4073,0.1050,-0.8237,-0.81,0.16,-0.31,0.02,-0.24,-0.43,-1.37,-2.97,-5.10,#N/A,100.00,52.68,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",3.50,0.0654,2.1368,0.0914,-0.8324,-0.11,-0.26,0.31,-0.62,-0.90,-0.92,-0.95,-2.91,-4.52,#N/A,100.00,52.10,2.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",4.45,0.0775,2.5450,0.0975,-0.8363,-0.10,-0.16,0.11,-0.06,-0.75,-0.03,-1.87,-2.59,-5.57,#N/A,100.00,51.86,2.55,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",4.24,0.0753,2.4780,0.1014,-0.8373,-0.86,0.47,-0.33,0.52,-0.95,-0.03,-1.56,-2.88,-5.41,#N/A,100.00,52.54,2.59,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30)",2.51,0.0682,2.2157,0.0939,-0.8448,-0.36,0.26,0.17,-0.85,-0.11,-1.55,-1.91,-2.86,-3.87,#N/A,100.00,51.33,2.90,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",3.02,0.0620,2.0176,0.0938,-0.8586,-0.21,-0.24,0.05,-0.71,-1.00,-0.55,-1.38,-2.66,-4.22,#N/A,100.00,52.25,2.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",3.96,0.0762,2.4968,0.1006,-0.8599,-0.33,0.13,-0.44,0.11,-0.62,-0.08,-1.16,-3.38,-5.22,#N/A,100.00,51.96,2.63,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",4.12,0.0792,2.6259,0.1097,-0.8645,-0.70,-0.25,0.40,-0.09,-0.24,-0.18,-1.32,-3.37,-5.31,#N/A,100.00,52.61,2.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30)",2.27,0.0672,2.1956,0.0950,-0.8673,-0.46,0.11,0.30,-0.62,-0.44,-1.16,-2.08,-3.02,-3.65,#N/A,100.00,51.39,2.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30,ROW36)",4.07,0.0825,2.7211,0.1042,-0.8920,-0.40,0.08,0.33,-0.20,0.07,-0.75,-1.80,-2.98,-5.33,#N/A,100.00,51.83,2.57,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",3.73,0.0740,2.4216,0.1041,-0.8951,-0.62,0.26,-0.32,-0.29,-0.03,-0.43,-1.37,-3.17,-5.01,#N/A,100.00,52.68,2.68,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",4.10,0.0797,2.6356,0.1089,-0.8991,-0.69,-0.22,0.51,-0.10,-0.23,0.03,-1.80,-3.22,-5.33,#N/A,100.00,52.61,2.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",4.09,0.0759,2.4896,0.1005,-0.9260,-0.63,0.45,-0.31,0.21,-0.52,-0.26,-1.50,-3.05,-5.34,#N/A,100.00,52.54,2.59,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30)",4.00,0.0772,2.5178,0.0996,-0.9418,-0.21,0.20,-0.20,-0.06,-0.77,0.12,-1.50,-3.16,-5.32,#N/A,100.00,51.94,2.68,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",3.34,0.0660,2.1493,0.0909,-0.9466,0.03,-0.43,0.38,-0.39,-1.03,-0.74,-1.15,-2.93,-4.51,#N/A,100.00,52.08,2.73,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",3.93,0.0818,2.7055,0.1053,-0.9581,-0.26,-0.03,0.24,-0.19,-0.02,-0.69,-1.78,-2.89,-5.28,#N/A,100.00,51.83,2.56,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",3.14,0.0682,2.2425,0.0976,-0.9985,-0.44,0.37,0.11,-0.49,-0.61,-1.37,-1.12,-2.90,-4.34,#N/A,100.00,52.10,2.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",2.90,0.0627,2.0326,0.0931,-1.0018,-0.12,0.13,-0.30,-0.57,-1.02,-0.59,-1.41,-2.65,-4.24,#N/A,100.00,52.23,2.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",3.19,0.0644,2.1159,0.1001,-1.0187,-0.53,0.02,-0.46,0.70,-1.18,-1.12,-1.06,-2.63,-4.55,#N/A,100.00,52.44,2.64,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",3.82,0.0775,2.5673,0.1151,-1.0379,-0.36,-0.62,0.34,-0.43,0.05,0.02,-1.57,-3.20,-5.24,#N/A,100.00,52.77,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30)",3.81,0.0810,2.6775,0.1107,-1.0471,-0.35,-0.12,0.14,-0.14,-0.15,-0.17,-1.65,-3.20,-5.27,#N/A,100.00,51.92,2.65,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",2.95,0.0650,2.1289,0.0994,-1.0641,-0.37,0.01,-0.50,0.59,-1.05,-1.14,-0.93,-3.04,-4.35,#N/A,100.00,52.43,2.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",2.91,0.0688,2.2553,0.0968,-1.0936,-0.24,0.03,0.30,-0.28,-0.59,-1.27,-1.41,-3.00,-4.25,#N/A,100.00,52.08,2.72,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",3.09,0.0667,2.2102,0.1095,-1.1018,-1.11,0.13,0.17,-0.22,-0.63,-0.71,-1.51,-2.44,-4.51,#N/A,100.00,52.51,2.64,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",3.07,0.0660,2.1638,0.0968,-1.1089,-0.04,-0.09,-0.23,0.09,-1.34,-0.53,-1.61,-2.48,-4.46,#N/A,100.00,51.68,2.60,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30)",3.76,0.0783,2.5824,0.1143,-1.1288,-0.25,-0.49,0.41,-0.32,-0.15,0.09,-1.65,-3.21,-5.26,#N/A,100.00,52.77,2.67,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",2.52,0.0649,2.1287,0.1015,-1.1313,-0.37,0.19,-0.10,-0.75,-0.32,-1.01,-1.67,-2.67,-4.00,#N/A,100.00,52.27,2.76,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30)",3.86,0.0820,2.6989,0.1096,-1.1320,-0.25,0.00,0.26,-0.20,-0.09,-0.32,-1.64,-3.19,-5.40,#N/A,100.00,51.91,2.70,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",2.45,0.0604,1.9803,0.1040,-1.1329,-0.80,-0.05,-0.18,0.01,-0.75,-0.87,-1.38,-2.67,-4.07,#N/A,100.00,52.66,2.74,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30,ROW36)",3.02,0.0673,2.2216,0.1087,-1.1581,-0.96,0.00,0.26,-0.25,-0.64,-0.51,-1.65,-2.51,-4.51,#N/A,100.00,52.51,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30,ROW36)",3.09,0.0667,2.1799,0.0961,-1.1602,0.01,-0.12,0.04,-0.18,-1.26,-0.46,-1.62,-2.56,-4.54,#N/A,100.00,51.66,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30)",2.26,0.0611,1.9950,0.1033,-1.2280,-0.53,-0.07,-0.28,-0.10,-0.55,-0.95,-1.26,-2.93,-3.97,#N/A,100.00,52.65,2.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30)",2.51,0.0659,2.1495,0.1008,-1.2383,-0.19,0.07,0.03,-0.77,-0.19,-0.88,-1.96,-2.62,-4.10,#N/A,100.00,52.24,2.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30,ROW36)",2.75,0.0685,2.2621,0.1054,-1.2655,-0.25,-0.04,0.36,-0.59,-0.87,-0.68,-1.78,-2.29,-4.47,#N/A,100.00,51.62,2.60,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW26,ROW30)",2.26,0.0633,2.0845,0.1147,-1.2666,-1.24,0.50,-0.36,-0.25,-0.58,-0.39,-1.52,-2.90,-4.00,#N/A,100.00,52.75,2.79,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30)",2.27,0.0626,2.0693,0.1154,-1.2694,-1.20,0.32,-0.24,-0.37,-0.45,-0.63,-1.37,-2.74,-4.02,#N/A,100.00,52.76,2.75,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30)",2.16,0.0628,2.0501,0.1004,-1.2800,-0.26,-0.07,-0.33,-0.13,-0.94,-0.52,-1.76,-2.60,-3.96,#N/A,100.00,51.85,2.71,1.00,100.00
EBITDA/EV,-2.46,-0.0315,-0.9225,0.0776,-1.3169,-0.28,0.45,0.09,0.20,-0.64,0.10,0.28,0.77,0.87,-4.26,70.68,49.49,2.58,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW30)",2.09,0.0650,2.1422,0.1119,-1.3393,-0.46,-0.58,0.39,-0.51,-0.52,-0.96,-1.53,-2.40,-4.08,#N/A,100.00,51.80,2.72,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW30)",2.29,0.0637,2.0699,0.0994,-1.3503,-0.09,0.06,-0.23,-0.56,-0.76,-0.27,-2.03,-2.47,-4.16,#N/A,100.00,51.82,2.80,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30,ROW36)",2.90,0.0692,2.2768,0.1045,-1.3982,0.06,-0.23,0.36,-0.57,-0.63,-0.85,-1.91,-1.98,-4.75,#N/A,100.00,51.60,2.66,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW30)",2.14,0.0660,2.1627,0.1108,-1.4850,-0.34,-0.21,0.38,-0.67,-0.45,-1.23,-1.48,-2.23,-4.27,#N/A,100.00,51.76,2.82,1.00,100.00
IQS Decile,2.12,0.0517,1.5368,0.1008,-1.9266,-0.43,-0.48,-0.68,-0.72,-1.12,-0.47,-1.09,-0.92,-4.11,-3.21,88.11,55.38,7.45,10.00,100.00
 Sector    Name,-3.84,#N/A,#N/A,#N/A,-2.1843,1.50,0.30,-4.51,0.31,-0.08,0.46,2.59,0.19,-1.01,#N/A,100.00,#N/A,#N/A,#N/A,#N/A
IQS Rank,1.27,0.0519,1.5518,0.1026,-2.2108,-0.18,-0.68,-0.69,-1.44,-0.60,-1.15,-1.52,-2.22,-3.51,-3.21,88.11,"1,908.57",383.81,1.00,"4,000.00"
Price to 52 Week High,-5.50,0.0161,0.6144,0.2015,-2.6532,-2.01,-1.45,-2.01,-1.34,-1.20,-1.02,-0.36,-0.32,-1.16,#N/A,100.00,0.70,0.11,0.03,1.00
RONA,-7.73,-0.0276,-0.4710,0.1104,-3.0050,0.34,3.86,-2.04,-0.69,-1.86,-3.31,1.94,-0.70,4.61,-1.42,8.72,1.16,0.64,-158.91,31.34
POE Screen,#N/A,#N/A,#N/A,#N/A,#N/A,0.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.28,4.75,1.00,0.00,1.00,1.00
