Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",15.26,0.1578,5.3112,0.1221,4.2613,3.41,2.83,3.12,2.26,1.42,0.57,-1.69,-3.73,-12.52,-14.80,99.00,51.32,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",16.88,0.1887,6.5079,0.1582,4.2604,3.95,3.88,3.16,3.03,0.93,-0.13,-1.13,-4.97,-15.53,#N/A,100.00,50.88,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",16.88,0.1887,6.5079,0.1582,4.2604,3.95,3.88,3.16,3.03,0.93,-0.13,-1.13,-4.97,-15.53,#N/A,100.00,50.88,1.02,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",16.99,0.1813,6.2257,0.1499,4.2511,3.46,3.99,3.01,2.89,1.53,0.33,-1.78,-4.45,-15.63,#N/A,100.00,51.19,1.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30)",16.99,0.1813,6.2257,0.1499,4.2511,3.46,3.99,3.01,2.89,1.53,0.33,-1.78,-4.45,-15.63,#N/A,100.00,51.19,1.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",16.13,0.1689,5.7161,0.1329,4.2406,3.40,3.30,3.16,2.61,1.37,0.71,-1.32,-4.01,-13.79,-14.42,98.89,50.75,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",16.13,0.1689,5.7161,0.1329,4.2406,3.40,3.30,3.16,2.61,1.37,0.71,-1.32,-4.01,-13.79,-14.42,98.89,50.75,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30)",16.43,0.1736,5.9426,0.1447,4.2348,3.71,3.46,2.71,2.41,1.60,0.16,-1.46,-4.45,-14.50,#N/A,100.00,51.56,1.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",16.43,0.1736,5.9426,0.1447,4.2348,3.71,3.46,2.71,2.41,1.60,0.16,-1.46,-4.45,-14.50,#N/A,100.00,51.56,1.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",14.51,0.1645,5.5593,0.1295,4.2257,3.93,3.17,2.58,2.60,1.42,0.33,-2.21,-4.16,-12.03,-14.76,98.99,51.94,1.07,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW36)",14.51,0.1645,5.5593,0.1295,4.2257,3.93,3.17,2.58,2.60,1.42,0.33,-2.21,-4.16,-12.03,-14.76,98.99,51.94,1.07,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",14.29,0.1461,4.8768,0.1106,4.2044,3.56,3.11,2.69,1.85,1.34,0.27,-0.83,-3.20,-11.30,-17.92,98.23,51.29,1.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26)",14.29,0.1461,4.8768,0.1106,4.2044,3.56,3.11,2.69,1.85,1.34,0.27,-0.83,-3.20,-11.30,-17.92,98.23,51.29,1.28,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",15.52,0.1766,5.9995,0.1402,4.1764,4.00,3.41,3.13,2.65,1.21,0.82,-1.38,-4.75,-13.63,-14.41,98.86,50.80,1.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",15.52,0.1766,5.9995,0.1402,4.1764,4.00,3.41,3.13,2.65,1.21,0.82,-1.38,-4.75,-13.63,-14.41,98.86,50.80,1.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9)",14.94,0.1557,5.2155,0.1190,4.1587,3.35,2.85,3.55,2.69,1.38,0.57,-0.93,-3.88,-12.26,-16.15,97.97,50.55,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24)",14.94,0.1557,5.2155,0.1190,4.1587,3.35,2.85,3.55,2.69,1.38,0.57,-0.93,-3.88,-12.26,-16.15,97.97,50.55,1.05,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",16.11,0.1784,6.1285,0.1510,4.1478,4.19,3.20,2.69,2.81,1.54,0.22,-1.33,-5.14,-14.52,#N/A,100.00,52.02,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30)",16.11,0.1784,6.1285,0.1510,4.1478,4.19,3.20,2.69,2.81,1.54,0.22,-1.33,-5.14,-14.52,#N/A,100.00,52.02,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21)",15.17,0.1536,5.1451,0.1174,4.1385,3.30,3.74,2.98,2.20,1.51,0.88,-1.46,-3.21,-12.56,-17.94,98.21,50.81,1.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",15.17,0.1536,5.1451,0.1174,4.1385,3.30,3.74,2.98,2.20,1.51,0.88,-1.46,-3.21,-12.56,-17.94,98.21,50.81,1.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW36)",15.91,0.1707,5.7940,0.1379,4.1380,3.88,2.95,3.13,2.54,2.13,1.47,-2.46,-4.24,-14.03,-14.86,98.97,51.61,0.90,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW36)",15.91,0.1707,5.7940,0.1379,4.1380,3.88,2.95,3.13,2.54,2.13,1.47,-2.46,-4.24,-14.03,-14.86,98.97,51.61,0.90,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",16.74,0.1711,5.8376,0.1383,4.1340,3.65,3.32,2.93,2.84,0.92,0.18,-1.00,-4.12,-14.89,#N/A,100.00,51.44,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",16.74,0.1711,5.8376,0.1383,4.1340,3.65,3.32,2.93,2.84,0.92,0.18,-1.00,-4.12,-14.89,#N/A,100.00,51.44,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",14.36,0.1452,4.8465,0.1090,4.1337,3.64,2.75,2.84,2.01,1.83,0.50,-1.27,-3.35,-11.40,-17.97,98.23,51.56,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26)",14.36,0.1452,4.8465,0.1090,4.1337,3.64,2.75,2.84,2.01,1.83,0.50,-1.27,-3.35,-11.40,-17.97,98.23,51.56,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",14.38,0.1437,4.7900,0.1076,4.1295,3.41,2.91,2.77,1.79,2.19,0.49,-1.51,-3.03,-11.47,-17.97,98.23,51.15,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",14.38,0.1437,4.7900,0.1076,4.1295,3.41,2.91,2.77,1.79,2.19,0.49,-1.51,-3.03,-11.47,-17.97,98.23,51.15,1.13,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",15.45,0.1822,6.2200,0.1468,4.1294,4.43,2.93,3.26,2.56,2.05,1.36,-1.65,-5.73,-13.87,-14.41,98.86,51.31,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW36)",15.45,0.1822,6.2200,0.1468,4.1294,4.43,2.93,3.26,2.56,2.05,1.36,-1.65,-5.73,-13.87,-14.41,98.86,51.31,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",16.08,0.1858,6.4121,0.1601,4.1185,4.40,3.47,2.80,2.76,1.91,0.16,-1.77,-5.40,-14.83,#N/A,100.00,51.91,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",16.08,0.1858,6.4121,0.1601,4.1185,4.40,3.47,2.80,2.76,1.91,0.16,-1.77,-5.40,-14.83,#N/A,100.00,51.91,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",16.14,0.1609,5.4271,0.1268,4.0960,3.15,3.18,3.37,2.01,1.67,1.04,-1.63,-3.37,-13.73,-14.81,98.99,50.97,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",16.14,0.1609,5.4271,0.1268,4.0960,3.15,3.18,3.37,2.01,1.67,1.04,-1.63,-3.37,-13.73,-14.81,98.99,50.97,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",16.60,0.1920,6.6531,0.1657,4.0663,4.15,3.41,3.37,3.30,1.68,0.98,-1.83,-5.90,-15.96,#N/A,100.00,51.60,0.84,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW30,ROW36)",16.60,0.1920,6.6531,0.1657,4.0663,4.15,3.41,3.37,3.30,1.68,0.98,-1.83,-5.90,-15.96,#N/A,100.00,51.60,0.84,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",16.35,0.1814,6.2352,0.1539,4.0640,4.14,3.62,2.76,2.75,1.78,-0.34,-1.31,-4.84,-14.93,#N/A,100.00,51.50,1.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",16.35,0.1814,6.2352,0.1539,4.0640,4.14,3.62,2.76,2.75,1.78,-0.34,-1.31,-4.84,-14.93,#N/A,100.00,51.50,1.14,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",17.07,0.1822,6.2559,0.1517,4.0566,3.95,3.55,3.36,3.16,0.75,0.46,-1.36,-4.62,-15.69,#N/A,100.00,51.09,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",17.07,0.1822,6.2559,0.1517,4.0566,3.95,3.55,3.36,3.16,0.75,0.46,-1.36,-4.62,-15.69,#N/A,100.00,51.09,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW36)",14.93,0.1611,5.4309,0.1258,4.0521,3.66,3.09,3.34,2.07,1.61,-0.61,-0.68,-4.09,-12.49,-14.76,98.99,51.44,1.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",14.93,0.1611,5.4309,0.1258,4.0521,3.66,3.09,3.34,2.07,1.61,-0.61,-0.68,-4.09,-12.49,-14.76,98.99,51.44,1.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",15.74,0.1675,5.6664,0.1327,4.0299,3.71,3.55,2.95,2.35,1.60,1.15,-1.92,-3.99,-13.70,-14.86,98.97,51.07,1.12,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW36)",15.74,0.1675,5.6664,0.1327,4.0299,3.71,3.55,2.95,2.35,1.60,1.15,-1.92,-3.99,-13.70,-14.86,98.97,51.07,1.12,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21)",15.05,0.1475,4.9278,0.1126,4.0213,3.12,3.16,3.23,2.19,1.52,0.72,-0.81,-3.28,-12.38,-17.97,98.23,50.71,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",15.05,0.1475,4.9278,0.1126,4.0213,3.12,3.16,3.23,2.19,1.52,0.72,-0.81,-3.28,-12.38,-17.97,98.23,50.71,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",16.95,0.1878,6.4802,0.1593,4.0007,4.07,3.59,3.52,3.35,1.05,0.23,-1.25,-5.14,-15.95,#N/A,100.00,51.17,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",16.95,0.1878,6.4802,0.1593,4.0007,4.07,3.59,3.52,3.35,1.05,0.23,-1.25,-5.14,-15.95,#N/A,100.00,51.17,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",15.65,0.1619,5.4707,0.1302,3.8991,3.43,3.11,2.85,2.80,1.84,0.41,-0.77,-4.26,-13.60,-14.81,98.99,51.36,0.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW36)",15.65,0.1619,5.4707,0.1302,3.8991,3.43,3.11,2.85,2.80,1.84,0.41,-0.77,-4.26,-13.60,-14.81,98.99,51.36,0.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21)",14.94,0.1484,4.9650,0.1149,3.8261,2.96,3.32,3.31,2.90,1.25,0.49,-0.12,-3.92,-12.60,-17.97,98.23,51.08,0.75,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24)",14.94,0.1484,4.9650,0.1149,3.8261,2.96,3.32,3.31,2.90,1.25,0.49,-0.12,-3.92,-12.60,-17.97,98.23,51.08,0.75,1.00,100.00
AFG Investment Grade,7.65,0.1018,3.1784,0.0924,3.7575,2.31,1.21,-0.34,-4.18,#N/A,#N/A,#N/A,#N/A,#N/A,-5.71,87.82,48.29,3.23,5.00,95.00
AFG CO Grade Scaled,7.92,0.1086,3.4029,0.0962,3.5182,2.85,1.27,-0.41,-4.73,#N/A,#N/A,#N/A,#N/A,#N/A,-5.71,87.82,48.07,2.35,5.00,95.00
Price to 52 Week High,11.74,0.1456,5.1174,0.2174,2.4861,2.05,2.12,2.90,3.00,2.21,1.50,-0.44,-5.15,-14.04,#N/A,100.00,0.70,0.05,0.00,1.00
Fin Sust,-2.71,-0.0414,-0.9755,0.1152,1.5157,2.67,2.94,2.14,2.72,4.14,2.41,2.72,2.57,3.88,-2.73,47.06,"1,672.61",24.80,5.00,"3,329.00"
% Tgt +3 SectRank,8.25,0.0838,2.6361,0.0847,0.9173,2.75,2.57,2.77,2.35,2.22,1.43,-0.15,-2.47,-7.73,-5.87,90.16,49.05,2.23,1.00,100.00
 Sector    Name,-1.86,#N/A,#N/A,#N/A,0.6377,1.60,2.18,4.03,-1.01,-0.01,-8.25,0.05,-19.30,1.37,#N/A,100.00,#N/A,#N/A,#N/A,#N/A
Economic Margin Momentum,2.55,0.0376,1.1902,0.0881,0.1021,1.69,1.05,0.92,-2.67,#N/A,#N/A,#N/A,#N/A,#N/A,-5.52,90.21,3.19,0.14,1.00,5.00
EBITDA/EV,-13.70,-0.1478,-4.0764,0.1771,-10.5067,-4.88,-0.42,0.37,1.00,1.07,2.89,2.64,2.72,2.36,0.18,62.85,50.43,0.01,1.00,100.00
Earnings Quality Decile,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.04,0.00,#N/A,#N/A,#N/A,#N/A
POE Screen,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.04,0.00,#N/A,#N/A,#N/A,#N/A
RONA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.04,0.00,#N/A,#N/A,#N/A,#N/A
