Factor,Return,IC,T-Stat,Dev,1,2,3,4,5,6,7,8,9,10,NA,Available,Average,Std. Dev.,Low,High
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24)",3.10,0.0738,2.3533,0.0694,1.1176,0.67,0.87,0.02,0.49,-0.15,-0.19,-0.33,-1.06,-2.40,-0.58,93.34,49.18,1.06,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",3.18,0.0802,2.6645,0.0877,1.1123,1.04,0.73,-0.06,0.15,0.10,0.22,-0.35,-1.02,-2.68,#N/A,100.00,50.16,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30,ROW36)",3.18,0.0802,2.6645,0.0877,1.1123,1.04,0.73,-0.06,0.15,0.10,0.22,-0.35,-1.02,-2.68,#N/A,100.00,50.16,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30)",3.53,0.0815,2.7076,0.0859,1.1081,1.17,0.80,0.01,0.30,-0.07,0.31,-0.45,-1.00,-2.91,#N/A,100.00,50.21,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW30)",3.53,0.0815,2.7076,0.0859,1.1081,1.17,0.80,0.01,0.30,-0.07,0.31,-0.45,-1.00,-2.91,#N/A,100.00,50.21,0.81,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW36)",2.57,0.0658,2.0918,0.0705,1.0983,0.80,0.41,-0.07,0.24,-0.26,0.11,-0.38,-0.83,-1.95,-1.32,93.11,48.77,1.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW36)",2.57,0.0658,2.0918,0.0705,1.0983,0.80,0.41,-0.07,0.24,-0.26,0.11,-0.38,-0.83,-1.95,-1.32,93.11,48.77,1.22,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21)",3.39,0.0697,2.2233,0.0674,1.0922,0.40,0.82,0.34,0.41,-0.20,-0.10,-0.16,-0.89,-2.64,-0.60,93.37,49.31,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",3.39,0.0697,2.2233,0.0674,1.0922,0.40,0.82,0.34,0.41,-0.20,-0.10,-0.16,-0.89,-2.64,-0.60,93.37,49.31,1.01,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",3.18,0.0763,2.5316,0.0801,1.0827,1.02,0.61,0.10,0.10,0.19,0.25,-0.23,-1.16,-2.68,#N/A,100.00,50.34,0.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",3.18,0.0763,2.5316,0.0801,1.0827,1.02,0.61,0.10,0.10,0.19,0.25,-0.23,-1.16,-2.68,#N/A,100.00,50.34,0.78,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",3.30,0.0796,2.6463,0.0852,1.0768,1.04,0.60,0.29,0.00,-0.01,-0.03,-0.11,-0.78,-2.81,#N/A,100.00,49.44,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",3.30,0.0796,2.6463,0.0852,1.0768,1.04,0.60,0.29,0.00,-0.01,-0.03,-0.11,-0.78,-2.81,#N/A,100.00,49.44,1.03,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9)",2.99,0.0671,2.1359,0.0677,1.0761,0.87,0.57,0.01,0.18,-0.09,0.09,-0.50,-0.71,-2.27,-0.96,93.03,48.80,1.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24)",2.99,0.0671,2.1359,0.0677,1.0761,0.87,0.57,0.01,0.18,-0.09,0.09,-0.50,-0.71,-2.27,-0.96,93.03,48.80,1.21,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24)",2.97,0.0639,2.0319,0.0654,1.0437,0.62,0.75,0.06,0.08,-0.12,-0.04,-0.38,-0.56,-2.29,-0.96,93.03,49.66,1.10,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",3.51,0.0775,2.5697,0.0786,1.0400,1.13,0.82,0.14,0.11,0.26,0.15,-0.28,-1.10,-2.94,#N/A,100.00,50.39,0.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30)",3.51,0.0775,2.5697,0.0786,1.0400,1.13,0.82,0.14,0.11,0.26,0.15,-0.28,-1.10,-2.94,#N/A,100.00,50.39,0.77,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW36)",2.25,0.0708,2.2530,0.0703,1.0044,0.87,0.33,0.27,0.48,0.00,-0.40,-0.62,-1.07,-1.92,-1.05,93.40,49.91,0.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW36)",2.25,0.0708,2.2530,0.0703,1.0044,0.87,0.33,0.27,0.48,0.00,-0.40,-0.62,-1.07,-1.92,-1.05,93.40,49.91,0.87,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",3.25,0.0762,2.5314,0.0794,1.0012,1.05,0.43,0.37,0.01,0.33,-0.10,-0.07,-0.89,-2.84,#N/A,100.00,49.62,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",3.25,0.0762,2.5314,0.0794,1.0012,1.05,0.43,0.37,0.01,0.33,-0.10,-0.07,-0.89,-2.84,#N/A,100.00,49.62,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",3.53,0.0772,2.5622,0.0779,0.9940,1.04,0.55,0.55,0.10,0.26,-0.10,-0.36,-0.67,-3.03,#N/A,100.00,49.66,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",3.53,0.0772,2.5622,0.0779,0.9940,1.04,0.55,0.55,0.10,0.26,-0.10,-0.36,-0.67,-3.03,#N/A,100.00,49.66,0.98,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",2.28,0.0625,1.9863,0.0734,0.9314,0.63,0.41,-0.12,0.41,-0.23,0.17,-0.41,-0.77,-1.84,-1.41,93.11,48.77,1.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW36)",2.28,0.0625,1.9863,0.0734,0.9314,0.63,0.41,-0.12,0.41,-0.23,0.17,-0.41,-0.77,-1.84,-1.41,93.11,48.77,1.18,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18)",2.82,0.0724,2.3047,0.0673,0.9251,0.92,0.51,0.46,0.36,0.08,-0.39,-0.57,-0.93,-2.40,-0.58,93.34,49.96,0.86,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24)",2.82,0.0724,2.3047,0.0673,0.9251,0.92,0.51,0.46,0.36,0.08,-0.39,-0.57,-0.93,-2.40,-0.58,93.34,49.96,0.86,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21)",2.87,0.0629,2.0023,0.0653,0.9120,0.76,0.73,0.01,0.35,-0.06,0.26,-0.53,-0.88,-2.31,-0.86,93.21,49.02,1.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24)",2.87,0.0629,2.0023,0.0653,0.9120,0.76,0.73,0.01,0.35,-0.06,0.26,-0.53,-0.88,-2.31,-0.86,93.21,49.02,1.15,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",2.43,0.0617,1.9624,0.0675,0.9112,0.78,0.46,-0.07,0.31,0.07,-0.06,-0.09,-1.09,-2.00,-1.29,93.28,48.99,1.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW36)",2.43,0.0617,1.9624,0.0675,0.9112,0.78,0.46,-0.07,0.31,0.07,-0.06,-0.09,-1.09,-2.00,-1.29,93.28,48.99,1.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW36)",2.38,0.0621,1.9734,0.0685,0.9027,0.76,0.46,-0.10,0.25,-0.23,-0.06,-0.43,-0.49,-1.97,-1.32,93.11,49.60,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW36)",2.38,0.0621,1.9734,0.0685,0.9027,0.76,0.46,-0.10,0.25,-0.23,-0.06,-0.43,-0.49,-1.97,-1.32,93.11,49.60,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",2.51,0.0659,2.0968,0.0680,0.8728,0.69,0.39,0.42,0.43,-0.04,-0.51,-0.31,-0.80,-2.12,-1.06,93.43,50.05,0.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW36)",2.51,0.0659,2.0968,0.0680,0.8728,0.69,0.39,0.42,0.43,-0.04,-0.51,-0.31,-0.80,-2.12,-1.06,93.43,50.05,0.83,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21)",2.91,0.0674,2.1456,0.0655,0.8639,0.72,0.49,0.68,0.45,-0.22,-0.35,-0.27,-0.87,-2.41,-0.60,93.37,50.09,0.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24)",2.91,0.0674,2.1456,0.0655,0.8639,0.72,0.49,0.68,0.45,-0.22,-0.35,-0.27,-0.87,-2.41,-0.60,93.37,50.09,0.82,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9)",2.40,0.0636,2.0226,0.0711,0.8612,0.79,0.38,0.05,0.39,-0.03,0.08,-0.44,-0.91,-1.96,-1.04,93.03,48.80,1.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24)",2.40,0.0636,2.0226,0.0711,0.8612,0.79,0.38,0.05,0.39,-0.03,0.08,-0.44,-0.91,-1.96,-1.04,93.03,48.80,1.16,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21)",2.54,0.0593,1.8874,0.0689,0.7516,0.44,0.87,-0.21,0.60,0.02,0.10,-0.21,-0.99,-2.15,-0.94,93.21,49.00,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",2.54,0.0593,1.8874,0.0689,0.7516,0.44,0.87,-0.21,0.60,0.02,0.10,-0.21,-0.99,-2.15,-0.94,93.21,49.00,1.09,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",2.33,0.0583,1.8541,0.0708,0.7500,0.48,0.63,-0.21,0.53,-0.16,0.23,-0.06,-0.93,-2.04,-1.38,93.28,48.98,1.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",2.33,0.0583,1.8541,0.0708,0.7500,0.48,0.63,-0.21,0.53,-0.16,0.23,-0.06,-0.93,-2.04,-1.38,93.28,48.98,1.11,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21)",2.68,0.0590,1.8780,0.0633,0.7033,0.64,0.77,0.33,0.05,0.03,-0.02,-0.15,-0.87,-2.33,-0.86,93.21,49.87,1.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24)",2.68,0.0590,1.8780,0.0633,0.7033,0.64,0.77,0.33,0.05,0.03,-0.02,-0.15,-0.87,-2.33,-0.86,93.21,49.87,1.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18)",2.33,0.0594,1.8848,0.0695,0.6961,0.58,0.46,0.19,0.48,-0.16,0.11,-0.51,-0.62,-2.04,-1.04,93.03,49.60,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24)",2.33,0.0594,1.8848,0.0695,0.6961,0.58,0.46,0.19,0.48,-0.16,0.11,-0.51,-0.62,-2.04,-1.04,93.03,49.60,0.94,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW36)",2.41,0.0574,1.8251,0.0656,0.6931,0.76,0.52,-0.14,0.45,-0.12,-0.19,0.00,-0.66,-2.14,-1.29,93.28,49.83,1.04,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW36)",2.41,0.0574,1.8251,0.0656,0.6931,0.76,0.52,-0.14,0.45,-0.12,-0.19,0.00,-0.66,-2.14,-1.29,93.28,49.83,1.04,1.00,100.00
AFG CO Grade Scaled,2.62,0.0716,2.0105,0.0741,0.6855,0.30,-0.74,-0.59,-2.14,#N/A,#N/A,#N/A,#N/A,#N/A,0.90,75.05,44.39,2.16,5.00,95.00
Price to 52 Week High,3.02,0.0745,2.5102,0.1295,0.6683,0.82,0.84,0.53,0.67,0.55,0.37,-0.85,-1.33,-3.10,#N/A,100.00,0.79,0.07,0.01,1.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW36)",1.92,0.0580,1.8409,0.0719,0.6352,0.67,0.29,0.11,0.39,-0.18,0.15,-0.65,-0.49,-1.81,-1.41,93.11,49.56,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW36)",1.92,0.0580,1.8409,0.0719,0.6352,0.67,0.29,0.11,0.39,-0.18,0.15,-0.65,-0.49,-1.81,-1.41,93.11,49.56,0.97,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",1.72,0.0531,1.6858,0.0697,0.3670,0.65,0.44,0.00,0.59,-0.13,0.00,-0.04,-0.84,-1.84,-1.38,93.28,49.76,0.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW36)",1.72,0.0531,1.6858,0.0697,0.3670,0.65,0.44,0.00,0.59,-0.13,0.00,-0.04,-0.84,-1.84,-1.38,93.28,49.76,0.91,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21)",2.05,0.0544,1.7271,0.0678,0.3534,0.61,0.57,0.31,0.49,-0.10,0.01,-0.12,-0.85,-2.07,-0.94,93.21,49.79,0.88,1.00,100.00
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24)",2.05,0.0544,1.7271,0.0678,0.3534,0.61,0.57,0.31,0.49,-0.10,0.01,-0.12,-0.85,-2.07,-0.94,93.21,49.79,0.88,1.00,100.00
Fin Sust,-0.98,-0.0188,-0.3255,0.1245,-0.2978,1.76,0.87,1.82,0.15,2.63,0.43,-0.29,0.02,0.48,-0.43,30.93,"1,731.30",22.56,4.00,"3,329.00"
EBITDA/EV,-1.76,-0.0215,0.1866,0.3386,-0.3392,4.10,2.07,-2.77,-2.67,-3.97,-1.18,-2.00,4.57,0.09,-0.05,7.28,16.01,17.32,1.00,100.00
IQS Decile,-6.81,-0.0470,-0.9760,0.0739,-0.5078,0.81,0.47,0.85,1.26,0.16,1.68,1.64,0.90,4.50,-0.76,38.49,50.83,1.27,10.00,100.00
% Tgt +0,-0.55,0.0246,0.7142,0.0697,-1.0204,-0.54,-0.37,0.45,0.14,0.25,0.02,-0.62,-0.50,-0.97,1.10,79.18,"5,369.22","13,957.90",-100.00,"45,529,700.00"
 Sector    Name,-2.80,#N/A,#N/A,#N/A,-2.5647,-0.28,-0.34,0.37,-0.90,-0.64,3.69,-1.95,3.85,-0.33,#N/A,100.00,#N/A,#N/A,#N/A,#N/A
% Tgt +3 SectRank,-9.63,-0.0562,-1.7560,0.0718,-6.1588,-2.38,-0.38,-0.14,0.51,-0.94,0.37,-0.49,1.68,3.18,0.38,20.19,51.66,0.78,1.00,100.00
Earnings Quality Decile,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.03,0.00,#N/A,#N/A,#N/A,#N/A
POE Screen,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.03,0.00,#N/A,#N/A,#N/A,#N/A
RONA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.03,0.00,#N/A,#N/A,#N/A,#N/A
