Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",3.72645,0.07133,2.43579,0.10747,0.37451,0.52057,0.80870,1.28224,1.04385,0.26457,-0.31431,-0.53416,-1.16950,-3.55070,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",3.22902,0.06618,2.24677,0.09276,0.54905,1.24991,0.30864,0.75525,0.43912,0.34651,0.04448,-0.68710,-1.37807,-2.79457,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",3.21357,0.06779,2.31654,0.10751,0.31068,0.65657,0.90530,0.63282,0.97989,0.27433,0.17965,-0.88336,-1.23513,-3.08382,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",3.14656,0.06719,2.29896,0.11205,0.29521,0.14489,1.11489,1.05316,0.77588,0.40070,-0.14280,-0.17874,-1.68962,-3.04992,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",3.87332,0.07441,2.51075,0.09102,1.19997,0.89632,1.13129,1.23419,0.38190,0.20604,-0.22588,-0.80836,-1.74186,-2.80289,-4.13140
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",4.84405,0.07894,2.69174,0.10041,1.02180,0.71341,0.91889,1.20720,0.58782,0.44814,-0.38703,-0.37575,-1.36945,-4.01068,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",4.60526,0.07564,2.56177,0.09164,1.37394,0.61964,1.05098,0.61161,0.61700,0.76648,-0.08467,-0.98061,-1.35681,-3.38746,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30)",4.28436,0.07538,2.55965,0.08973,1.25416,1.08860,0.74285,1.18807,-0.12457,0.12542,0.05694,-0.58771,-1.79038,-3.14243,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",4.17754,0.07206,2.43134,0.08254,1.49201,0.68776,1.41977,0.19244,0.66444,0.17944,0.07964,-0.97608,-1.69722,-2.77286,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",4.72806,0.07680,2.60912,0.09181,1.32971,0.74773,1.04888,0.74395,0.48949,0.31561,-0.28605,-0.52497,-1.50349,-3.53836,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",4.45514,0.07673,2.61809,0.10064,0.99499,0.72939,1.08460,1.05638,0.75113,-0.06328,-0.05213,-0.49741,-1.66211,-3.60578,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",4.06627,0.07406,2.50916,0.09126,1.31212,0.58549,1.16023,1.13407,0.13710,0.60112,-0.13508,-0.69885,-1.97150,-2.89414,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",4.70248,0.07790,2.65821,0.10267,1.09372,0.70282,0.95013,0.86722,0.62660,0.72622,-0.54468,-0.62055,-1.21757,-3.83174,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",4.30430,0.07442,2.52830,0.09097,1.37422,0.83726,1.12027,0.44028,0.69164,-0.25117,0.06144,-0.50795,-1.90253,-3.04332,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",4.38015,0.07675,2.62196,0.10492,0.83776,0.24343,1.34524,1.14731,0.97742,-0.00913,-0.23966,-0.80142,-1.06787,-3.71752,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",4.13974,0.07388,2.50444,0.09437,1.33321,0.49285,0.79959,1.31594,0.54221,0.38388,-0.19361,-1.02160,-1.43451,-2.96941,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",4.27907,0.07718,2.63458,0.10508,0.81589,0.72714,0.77690,0.89136,1.14788,0.32481,-0.17448,-0.58328,-1.49031,-3.69777,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30,ROW36)",4.44650,0.07473,2.54091,0.09481,1.24065,0.34919,1.32317,0.89849,0.36252,0.18644,0.06957,-0.90923,-1.35725,-3.33014,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",3.97744,0.07553,2.58187,0.10734,0.84265,0.58541,1.07294,1.06685,0.59918,0.49722,-0.51738,-0.33106,-1.68541,-3.36373,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",4.26651,0.07474,2.55105,0.10283,0.87391,0.21784,1.03129,1.48530,0.79217,0.26221,-0.29236,-0.60647,-1.45292,-3.54362,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",3.81083,0.07224,2.44708,0.09264,0.90596,0.57491,1.42371,1.03277,0.28981,0.34818,0.10972,-0.92760,-1.47876,-3.03725,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",4.78050,0.07636,2.60679,0.10489,0.87803,0.35034,1.04387,1.06793,0.69550,0.70353,-0.14916,-0.85301,-0.90830,-4.08614,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",4.10224,0.07237,2.45898,0.09290,1.04689,0.50457,1.23009,0.85809,0.23624,0.05807,0.32014,-0.46906,-1.82243,-3.15496,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",4.24768,0.07357,2.51335,0.10539,0.81477,0.70719,0.43912,1.60198,0.63187,-0.13059,0.11420,-0.54172,-1.28088,-3.61838,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",4.38035,0.07340,2.51029,0.10936,0.77847,0.21883,0.86495,1.28363,0.69677,0.32319,0.44616,-0.79580,-1.30297,-3.77456,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",3.68188,0.07252,2.47176,0.10064,0.64127,0.24504,1.08411,1.63550,0.62770,0.02559,-0.09536,-0.57872,-1.61189,-3.19583,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",3.58459,0.06973,2.35976,0.09042,0.83342,0.39885,1.42608,0.93771,0.78476,0.00327,-0.13650,-0.78582,-1.24955,-2.87278,-5.61845
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",4.21945,0.07412,2.52658,0.10267,0.84685,0.14696,0.98912,1.23578,0.69113,0.70272,-0.34428,-0.92058,-1.02717,-3.56543,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",3.57730,0.07014,2.37953,0.09043,0.99562,0.63007,0.97238,1.23497,-0.07944,-0.09828,0.55602,-0.72087,-1.95506,-2.71366,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",3.65624,0.07133,2.43286,0.10300,0.68123,0.76674,0.37738,1.48386,0.72565,0.21032,-0.11067,-0.72502,-1.48809,-3.14694,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",3.69471,0.07113,2.42870,0.10701,0.55152,0.11559,1.13432,1.17393,0.60866,0.45495,0.19033,-0.92072,-1.26197,-3.30976,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.38362,0.06876,2.34555,0.10368,0.51307,0.52451,0.75957,1.20942,0.60913,0.18746,-0.01234,-0.66031,-1.34621,-3.01188,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",4.54205,0.07706,2.62645,0.09870,1.05379,0.45738,1.24405,1.33022,0.36027,-0.01172,-0.16530,-0.29020,-1.56039,-3.64362,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",3.94296,0.07389,2.50111,0.09023,1.20107,0.60266,1.28324,0.84486,0.52553,0.60350,-0.33745,-0.88386,-1.71461,-2.88153,-5.65977
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",4.55968,0.07785,2.65298,0.10012,1.00346,0.73540,0.94331,0.89461,0.40053,0.63527,-0.17039,-0.67127,-1.29867,-3.74586,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",4.45503,0.07478,2.53874,0.09008,1.35521,0.50736,1.40065,0.45364,0.53023,-0.00151,0.07395,-0.73000,-1.57573,-3.20231,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",4.47297,0.07594,2.58955,0.10040,1.09458,0.63603,1.05995,0.65444,1.01319,0.13813,-0.34210,-0.39915,-1.56383,-3.53012,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",4.18160,0.07585,2.58879,0.10408,0.99141,0.10373,1.39975,0.81166,0.74984,0.44309,-0.06715,-1.06582,-1.23584,-3.37330,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",4.23338,0.07406,2.52617,0.10236,0.97697,0.24653,0.75130,1.61998,0.73089,-0.03688,0.12065,-0.77231,-1.47344,-3.40795,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",3.63764,0.07194,2.45059,0.10014,0.69800,0.30193,0.78081,1.77505,0.43667,0.16840,0.12384,-0.99019,-1.42478,-3.09113,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",4.64579,0.07630,2.59912,0.09847,1.18882,0.08478,1.42513,0.97618,0.75777,0.16969,-0.01509,-1.18085,-1.01560,-3.59969,#N/A
