Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30)",4.28340,0.09858,3.27902,0.08626,1.65612,1.43358,1.15067,0.36107,0.13308,0.12815,-0.42189,-0.56443,-1.46021,-3.08188,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",3.21642,0.08432,2.69008,0.07165,1.68155,1.13863,0.68060,0.05241,0.21735,0.08407,-0.57684,-0.61436,-1.52199,-2.12051,-1.04874
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",3.80776,0.09114,3.02663,0.08636,1.39734,1.38444,0.63626,-0.04543,0.40988,-0.06845,0.16648,-0.61723,-1.09543,-2.95112,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",3.59624,0.07350,2.34490,0.06352,1.23891,0.65774,0.65658,0.38781,0.47725,-0.14685,-0.02990,-0.46848,-0.96730,-2.72530,-0.50872
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",4.22856,0.08306,2.65254,0.06382,1.63817,1.33453,0.74862,0.34990,0.02960,-0.20868,-0.17346,-0.54033,-1.16990,-2.91134,-0.57637
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",4.78649,0.08965,2.97270,0.07452,1.43030,1.28603,0.75082,0.43313,0.23854,0.11290,-0.03821,-0.44914,-0.61693,-3.76904,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",3.27694,0.07202,2.29643,0.06643,1.24908,0.63331,0.56552,0.14902,0.35274,0.02297,-0.22332,-0.12138,-1.05314,-2.50499,-0.97560
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",4.09761,0.08690,2.77629,0.06651,1.78191,1.28078,0.82782,0.16874,0.16088,-0.17988,-0.53398,-0.37296,-1.42186,-2.65562,-0.56282
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",4.80092,0.09293,3.08491,0.07990,1.54088,1.28549,0.80514,0.43837,0.03282,-0.18738,0.13533,-0.29697,-0.76985,-3.66151,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",3.09765,0.07592,2.42118,0.06910,1.36593,0.72151,0.76284,-0.25260,0.58551,-0.18377,-0.26867,-0.24606,-1.15327,-2.32317,-0.96210
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",4.86875,0.09735,3.23584,0.08178,1.74718,1.19804,1.32523,0.28077,0.05265,0.03165,-0.16887,-0.24624,-1.35172,-3.52582,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",3.98011,0.08535,2.72589,0.06967,1.83891,1.06932,0.71573,0.06069,0.22489,-0.24477,-0.39296,-0.38607,-1.31657,-2.51730,-1.02944
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",4.43572,0.09153,3.03875,0.08207,1.54341,1.19788,0.77396,0.20580,0.21927,-0.48753,0.31013,-0.21949,-0.89190,-3.38005,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",4.42745,0.08557,2.73186,0.06117,1.87335,1.13631,1.02500,0.38486,0.17571,-0.40782,-0.18740,-0.52250,-1.48884,-2.85288,-0.57637
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",4.43888,0.09333,3.09106,0.07447,1.43766,1.39300,0.88488,0.31417,0.42625,0.24419,0.11333,-0.87579,-1.13805,-3.43588,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",3.28816,0.07027,2.23915,0.06372,1.22880,0.74330,0.43985,0.26720,0.30760,0.01905,-0.34259,-0.34730,-0.79616,-2.47231,-0.97560
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30)",4.74342,0.09888,3.28125,0.07765,1.71623,1.55982,1.10354,0.56611,0.12297,0.13452,-0.11856,-0.91915,-1.30994,-3.48396,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",4.25076,0.08363,2.66905,0.06436,1.85186,1.10543,0.84281,0.15424,0.18218,-0.30651,-0.27928,-0.50434,-1.17418,-2.74972,-1.04293
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30,ROW36)",4.17383,0.09156,3.03293,0.07677,1.45577,1.32470,0.72478,0.20948,0.51884,0.06667,-0.00261,-0.68013,-1.10239,-3.20039,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",4.88825,0.10239,3.40337,0.08408,1.81418,1.53212,1.11027,0.46111,0.05547,0.23240,-0.13089,-0.91529,-1.30961,-3.49438,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",4.07331,0.08827,2.81862,0.06799,1.95630,1.00577,0.94229,0.14906,0.21042,-0.23950,-0.59081,-0.42191,-1.39328,-2.56310,-1.02944
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",4.16395,0.09523,3.16000,0.08407,1.54144,1.35712,0.67618,0.31646,0.15191,0.01589,0.13061,-0.57653,-1.23117,-3.15121,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",4.46857,0.10068,3.34721,0.08625,1.73396,1.51678,0.87073,0.51442,0.11757,0.03039,-0.10182,-0.82388,-1.31277,-3.25256,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",2.53525,0.05933,1.88736,0.06888,0.75162,0.44237,0.87279,-0.20762,0.60229,0.01628,0.10330,-0.21449,-0.98773,-2.15449,-0.93793
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",3.14956,0.07000,2.23017,0.06893,1.18014,1.07317,0.74182,0.08916,0.06180,0.09448,-0.06151,-0.55813,-1.09543,-2.28012,-0.93793
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",3.53168,0.07718,2.56224,0.07786,0.99405,1.03757,0.55317,0.54982,0.10263,0.26232,-0.10328,-0.35602,-0.66973,-3.02779,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",2.33007,0.05832,1.85409,0.07076,0.75004,0.47974,0.63084,-0.21140,0.52566,-0.15913,0.23279,-0.05582,-0.93012,-2.03833,-1.37598
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",3.29890,0.07407,2.35864,0.07174,1.36953,0.94089,0.72754,0.15400,-0.07844,0.00145,0.06269,-0.56597,-1.13583,-2.25140,-1.03869
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",3.65642,0.08064,2.67977,0.08356,1.12565,1.08143,0.67976,0.35049,0.02167,-0.03226,0.15493,-0.38029,-0.67546,-3.02192,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",2.27860,0.06253,1.98632,0.07342,0.93140,0.63305,0.41056,-0.11709,0.40860,-0.23202,0.17258,-0.40888,-0.77336,-1.84167,-1.40582
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",3.81281,0.08612,2.86463,0.08536,1.37137,1.02100,1.25561,0.12088,0.09038,0.16746,-0.34019,0.01414,-1.46841,-2.88935,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",2.98733,0.07293,2.32086,0.07403,1.35511,0.88442,0.73180,-0.06763,-0.07845,-0.02767,0.14259,-0.57246,-1.13054,-2.04617,-1.40582
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",3.29550,0.07963,2.64626,0.08524,1.07676,1.03839,0.59803,0.28761,0.00479,-0.01119,-0.02951,-0.11347,-0.77678,-2.80891,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",3.34232,0.06915,2.20125,0.06780,1.23256,1.11574,0.65665,0.02452,0.10108,0.24077,-0.20780,-0.53775,-0.95831,-2.40026,-0.93793
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",3.50646,0.07750,2.56972,0.07856,1.03998,1.13467,0.81821,0.14361,0.10789,0.26023,0.15428,-0.28284,-1.10208,-2.93871,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",1.71705,0.05310,1.68577,0.06970,0.36698,0.65225,0.44363,-0.00333,0.58581,-0.12782,-0.00208,-0.04441,-0.83830,-1.83832,-1.37598
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",3.80398,0.08492,2.82047,0.08155,1.31960,1.25911,1.02056,0.58578,0.07071,-0.00166,-0.30634,-0.38628,-1.26215,-2.92332,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",2.89151,0.06779,2.15690,0.06985,1.25336,1.17126,0.46720,-0.30464,0.28476,0.21524,-0.11246,-0.60602,-1.05053,-2.05717,-1.37598
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",3.17732,0.07635,2.53161,0.08008,1.08271,1.02065,0.61284,0.10498,0.10435,0.19116,0.25087,-0.22867,-1.16290,-2.68362,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",3.67045,0.08846,2.94261,0.08828,1.32915,1.23988,1.17204,0.41217,0.14481,-0.08420,-0.36527,-0.30472,-1.41229,-2.78644,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",2.99185,0.07258,2.30841,0.07341,1.36647,1.06484,0.54929,-0.16158,0.15806,-0.09648,0.01452,-0.77686,-0.78989,-2.12437,-1.40582
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",3.17951,0.08022,2.66453,0.08768,1.11231,1.04316,0.72791,-0.05730,0.15018,0.10442,0.21765,-0.35462,-1.01859,-2.67629,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",3.24331,0.08727,2.90342,0.08993,1.34557,1.25498,0.79380,0.34001,0.37046,-0.14695,-0.40814,-0.33610,-1.44315,-2.47581,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",3.50736,0.07324,2.33488,0.06578,1.40562,0.93225,1.10295,0.02951,0.20854,-0.12870,-0.21277,-0.50771,-1.19056,-2.39810,-0.91637
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",3.95262,0.08062,2.67435,0.07551,1.17630,1.00466,0.85662,0.64901,0.02185,0.14604,-0.25812,-0.33376,-0.69637,-3.22385,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",2.43164,0.06165,1.96240,0.06753,0.91117,0.78020,0.46228,-0.07477,0.30806,0.06991,-0.06439,-0.09208,-1.08885,-1.99959,-1.29420
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",4.27943,0.08603,2.85681,0.07818,1.39119,1.11322,1.26754,0.40464,0.08130,0.08214,-0.25982,-0.37309,-1.05850,-3.29205,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",3.31291,0.07202,2.29531,0.06792,1.32346,0.99582,0.88993,-0.18488,0.36574,-0.09998,-0.25528,-0.45959,-0.99896,-2.32992,-1.35452
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",3.76742,0.07947,2.63660,0.07710,1.21294,0.88024,0.78670,0.52707,0.03158,0.05635,-0.11634,-0.19797,-0.77507,-3.08535,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",4.44779,0.08894,2.95659,0.08387,1.59430,0.91029,1.30650,0.34026,0.23560,-0.13339,-0.26803,-0.27320,-1.13507,-3.26024,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",3.16645,0.07583,2.41516,0.07150,1.50662,0.88746,0.84078,0.19473,-0.17760,-0.19055,-0.14553,-0.35967,-1.27534,-2.07969,-1.38436
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",3.72067,0.08264,2.74459,0.08344,1.21943,0.85720,0.97170,0.44483,-0.07769,-0.17610,-0.10394,-0.03513,-0.76839,-3.06551,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",3.79168,0.08783,2.92006,0.08548,1.46667,0.94983,1.20306,0.15825,0.35874,-0.08402,-0.40630,-0.14396,-1.34854,-2.87669,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",4.12843,0.08863,2.94119,0.07945,1.44236,1.58953,0.83038,0.70083,0.00679,0.08708,-0.15381,-0.77049,-1.21060,-3.14955,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",3.34659,0.07169,2.28359,0.06629,1.37729,1.19650,0.66704,-0.04935,0.15604,-0.03497,-0.19021,-0.52727,-0.99995,-2.33566,-1.35452
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",3.55705,0.08049,2.66659,0.07746,1.14953,1.09552,0.69361,0.38479,0.21921,-0.01772,0.07864,-0.36295,-1.02044,-2.94477,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",3.69909,0.08731,2.89808,0.08085,1.32690,1.50938,0.74619,0.64566,0.07374,0.07378,-0.18252,-0.74134,-1.20157,-2.94092,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",3.70354,0.09064,3.01347,0.08821,1.42463,1.31111,0.91209,0.56961,0.18874,-0.07797,-0.26260,-0.68646,-1.25647,-2.83208,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",3.38749,0.06975,2.22327,0.06737,1.09219,0.40316,0.82084,0.33556,0.41066,-0.20288,-0.10308,-0.16095,-0.89344,-2.63731,-0.59575
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",3.70205,0.07967,2.54278,0.06734,1.34124,1.34088,0.71279,0.30519,-0.04181,-0.11047,-0.01924,-0.62558,-1.11962,-2.69106,-0.59575
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",4.14389,0.08615,2.85859,0.07714,1.22182,1.30258,0.69404,0.24203,0.43130,0.06329,0.04239,-0.48896,-0.72474,-3.41433,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",3.12785,0.06850,2.18247,0.06980,1.13833,0.34769,0.59135,0.34400,0.31122,-0.13887,-0.06439,-0.14937,-0.89381,-2.42250,-1.06222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",3.64462,0.08359,2.66902,0.06975,1.49786,1.36236,0.72778,0.09575,0.11735,-0.05768,-0.30552,-0.53827,-1.35701,-2.47588,-0.58220
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",4.15362,0.08950,2.97332,0.08214,1.32423,1.41821,0.57764,0.21623,0.36280,-0.12533,-0.10557,-0.07888,-0.96375,-3.30563,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",2.79165,0.07254,2.31139,0.07207,1.17808,0.54120,0.71350,0.03664,0.44630,-0.12744,-0.24370,-0.14109,-1.20820,-2.17897,-1.04874
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30)",4.26137,0.09438,3.13889,0.08365,1.54114,1.35964,1.12399,0.20930,0.12415,-0.10339,-0.01169,-0.33710,-1.41952,-3.14877,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",3.43720,0.08226,2.62549,0.07260,1.62637,1.13123,0.74275,-0.19718,0.10868,0.03383,-0.22968,-0.55833,-1.35700,-2.26292,-1.04874
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",3.82221,0.08838,2.93590,0.08409,1.37685,1.24183,0.65551,0.02753,0.12773,0.05317,-0.07028,-0.07994,-1.04092,-3.02791,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",3.83324,0.08109,2.58670,0.06574,1.55283,1.30945,0.79961,0.26703,0.08463,-0.14380,-0.31086,-0.61729,-1.22962,-2.60407,-0.59575
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",3.88899,0.08859,2.93675,0.07771,1.27667,1.36073,0.72017,0.17109,0.53971,0.07863,0.10065,-0.77488,-1.07083,-3.06566,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",2.50925,0.06589,2.09684,0.06797,0.87282,0.69327,0.39194,0.42469,0.43340,-0.03861,-0.50899,-0.30649,-0.79823,-2.12089,-1.06222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",4.32019,0.09506,3.15656,0.08013,1.59328,1.42520,1.15636,0.43121,0.21153,-0.00422,-0.30490,-0.55320,-1.39655,-3.18140,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",3.43597,0.07956,2.53688,0.06843,1.57978,1.27712,0.54729,0.01069,0.30106,-0.06705,-0.30705,-0.59036,-1.36141,-2.30592,-1.06222
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",3.64164,0.08728,2.89355,0.07969,1.32034,1.29702,0.56657,0.06685,0.48248,0.13925,0.11853,-0.75229,-1.08788,-2.87478,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",4.28340,0.09858,3.27902,0.08626,1.65612,1.43358,1.15067,0.36107,0.13308,0.12815,-0.42189,-0.56443,-1.46021,-3.08188,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",3.21642,0.08432,2.69008,0.07165,1.68155,1.13863,0.68060,0.05241,0.21735,0.08407,-0.57684,-0.61436,-1.52199,-2.12051,-1.04874
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",3.80776,0.09114,3.02663,0.08636,1.39734,1.38444,0.63626,-0.04543,0.40988,-0.06845,0.16648,-0.61723,-1.09543,-2.95112,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",4.05087,0.09722,3.23423,0.08823,1.66336,1.44469,0.76651,0.44094,0.27595,-0.13781,-0.25405,-0.52270,-1.47477,-2.90627,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",4.22856,0.08306,2.65254,0.06382,1.63817,1.33453,0.74862,0.34990,0.02960,-0.20868,-0.17346,-0.54033,-1.16990,-2.91134,-0.57637
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",4.78649,0.08965,2.97270,0.07452,1.43030,1.28603,0.75082,0.43313,0.23854,0.11290,-0.03821,-0.44914,-0.61693,-3.76904,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",3.27694,0.07202,2.29643,0.06643,1.24908,0.63331,0.56552,0.14902,0.35274,0.02297,-0.22332,-0.12138,-1.05314,-2.50499,-0.97560
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",4.64886,0.09446,3.13619,0.07670,1.55861,1.34482,1.31643,0.28411,0.19476,0.05244,-0.11225,-0.49002,-1.25720,-3.50526,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",4.12505,0.08162,2.60581,0.06653,1.65635,1.18217,0.68300,0.05425,0.22517,-0.15949,-0.25010,-0.50936,-0.95940,-2.82355,-1.04293
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",4.58378,0.08834,2.92983,0.07652,1.50621,1.17537,0.66786,0.16089,0.48318,-0.09746,0.04266,-0.40253,-0.64362,-3.55091,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",4.86875,0.09735,3.23584,0.08178,1.74718,1.19804,1.32523,0.28077,0.05265,0.03165,-0.16887,-0.24624,-1.35172,-3.52582,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",3.98011,0.08535,2.72589,0.06967,1.83891,1.06932,0.71573,0.06069,0.22489,-0.24477,-0.39296,-0.38607,-1.31657,-2.51730,-1.02944
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",4.43572,0.09153,3.03875,0.08207,1.54341,1.19788,0.77396,0.20580,0.21927,-0.48753,0.31013,-0.21949,-0.89190,-3.38005,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",4.43010,0.09612,3.19528,0.08369,1.74019,1.18841,1.16619,0.24180,-0.00863,0.06804,-0.30269,-0.11569,-1.47527,-3.20183,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",4.74342,0.09888,3.28125,0.07765,1.71623,1.55982,1.10354,0.56611,0.12297,0.13452,-0.11856,-0.91915,-1.30994,-3.48396,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",4.25076,0.08363,2.66905,0.06436,1.85186,1.10543,0.84281,0.15424,0.18218,-0.30651,-0.27928,-0.50434,-1.17418,-2.74972,-1.04293
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",4.17383,0.09156,3.03293,0.07677,1.45577,1.32470,0.72478,0.20948,0.51884,0.06667,-0.00261,-0.68013,-1.10239,-3.20039,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",4.47767,0.09734,3.23050,0.07956,1.68818,1.41819,0.90608,0.65262,0.11626,0.04653,-0.23828,-0.64118,-1.31779,-3.31636,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",4.46857,0.10068,3.34721,0.08625,1.73396,1.51678,0.87073,0.51442,0.11757,0.03039,-0.10182,-0.82388,-1.31277,-3.25256,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",3.14956,0.07000,2.23017,0.06893,1.18014,1.07317,0.74182,0.08916,0.06180,0.09448,-0.06151,-0.55813,-1.09543,-2.28012,-0.93793
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",3.53168,0.07718,2.56224,0.07786,0.99405,1.03757,0.55317,0.54982,0.10263,0.26232,-0.10328,-0.35602,-0.66973,-3.02779,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",2.33007,0.05832,1.85409,0.07076,0.75004,0.47974,0.63084,-0.21140,0.52566,-0.15913,0.23279,-0.05582,-0.93012,-2.03833,-1.37598
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",3.81051,0.08310,2.76133,0.07999,1.26966,1.05549,1.10458,0.22523,0.32039,0.13127,-0.30421,-0.20459,-1.23965,-2.98894,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",2.93443,0.06894,2.19549,0.07088,1.17798,1.08925,0.56095,-0.05846,0.00483,0.17339,0.02484,-0.70074,-0.90140,-2.13679,-1.37598
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",3.25443,0.07624,2.53135,0.07936,1.00117,1.05210,0.42527,0.36740,0.00691,0.32747,-0.10054,-0.06792,-0.88927,-2.83635,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",3.81281,0.08612,2.86463,0.08536,1.37137,1.02100,1.25561,0.12088,0.09038,0.16746,-0.34019,0.01414,-1.46841,-2.88935,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",2.98733,0.07293,2.32086,0.07403,1.35511,0.88442,0.73180,-0.06763,-0.07845,-0.02767,0.14259,-0.57246,-1.13054,-2.04617,-1.40582
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",3.29550,0.07963,2.64626,0.08524,1.07676,1.03839,0.59803,0.28761,0.00479,-0.01119,-0.02951,-0.11347,-0.77678,-2.80891,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",3.41000,0.08519,2.83403,0.08688,1.28095,1.11723,0.88457,0.16692,0.27266,-0.07884,-0.16884,-0.07914,-1.42749,-2.67571,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",3.80398,0.08492,2.82047,0.08155,1.31960,1.25911,1.02056,0.58578,0.07071,-0.00166,-0.30634,-0.38628,-1.26215,-2.92332,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",2.89151,0.06779,2.15690,0.06985,1.25336,1.17126,0.46720,-0.30464,0.28476,0.21524,-0.11246,-0.60602,-1.05053,-2.05717,-1.37598
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",3.17732,0.07635,2.53161,0.08008,1.08271,1.02065,0.61284,0.10498,0.10435,0.19116,0.25087,-0.22867,-1.16290,-2.68362,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",3.54181,0.08383,2.78452,0.08293,1.32643,1.23541,0.68543,0.53863,0.21577,-0.03281,-0.38410,-0.24637,-1.26468,-2.74454,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",3.24331,0.08727,2.90342,0.08993,1.34557,1.25498,0.79380,0.34001,0.37046,-0.14695,-0.40814,-0.33610,-1.44315,-2.47581,#N/A
