Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30,ROW36)",1.59119,0.05443,1.86458,0.07195,0.86003,0.91866,0.79787,0.37718,0.41472,-0.34193,0.25726,-0.48790,-1.03744,-0.82235,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30,ROW36)",2.20128,0.05418,1.85705,0.07376,1.27802,0.63549,0.90068,0.17835,0.38551,0.12168,-0.19052,-0.53552,-0.81946,-1.01204,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30,ROW36)",1.90429,0.05497,1.88099,0.07035,0.84525,1.01598,0.77006,-0.03375,0.43879,0.29309,-0.21385,-0.37041,-0.65026,-1.15191,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30,ROW36)",1.79623,0.05736,1.96523,0.07432,0.78328,0.94735,0.74263,0.87354,0.13584,0.12243,-0.14962,-0.43161,-1.00055,-1.10091,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26)",1.67566,0.04576,1.54308,0.06481,1.08550,0.31803,0.58548,0.52493,0.32212,-0.08233,0.04188,-0.24035,-0.45888,-0.64050,-2.40067
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30)",1.67075,0.05233,1.79183,0.06530,0.95872,1.15447,0.03635,0.18192,0.67481,0.11064,-0.11217,-0.30829,-0.97228,-0.79760,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW36)",1.35737,0.04601,1.56752,0.06894,0.92586,0.74992,0.26468,-0.08751,0.24403,0.08558,0.22773,-0.30530,-0.74405,-0.51749,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30)",2.01463,0.05304,1.81665,0.06668,1.18334,0.68007,0.64945,0.25143,0.41647,0.30212,-0.22619,-0.69760,-0.70773,-0.91291,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW36)",1.71324,0.04708,1.60438,0.07068,1.03133,0.96061,0.23584,0.02125,0.10815,0.17830,0.36522,-0.92333,-0.38777,-0.74175,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30,ROW36)",2.08163,0.05145,1.76747,0.07061,1.37889,0.67773,0.14722,0.27864,0.37767,-0.05847,0.12490,-0.36619,-0.84652,-0.79204,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30)",1.72491,0.05300,1.81289,0.06323,0.98142,0.76362,0.41908,0.51890,0.10782,0.36581,-0.30391,-0.25590,-0.83229,-0.83888,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW36)",1.71077,0.04806,1.63571,0.06573,0.88286,0.65212,0.26150,0.42682,0.07656,-0.09745,0.20421,-0.02070,-0.63109,-0.89191,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30,ROW36)",1.91682,0.05232,1.79439,0.06670,1.12814,0.75719,0.32770,0.02452,0.07156,0.27341,-0.18778,0.33843,-0.93248,-0.88301,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30,ROW36)",2.00857,0.05313,1.82248,0.06788,1.14608,0.81739,0.51593,0.03604,0.36613,0.16620,-0.04050,-0.32455,-0.78508,-0.94630,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30)",1.71371,0.05576,1.90921,0.06727,1.12164,0.85808,0.48631,-0.00987,0.80080,-0.04918,0.25602,-0.65445,-1.19652,-0.67069,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW36)",1.50742,0.04957,1.68838,0.07073,0.96473,0.62928,0.63866,-0.02851,0.17063,0.28847,0.04703,-0.40679,-0.86179,-0.60605,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30,ROW36)",1.55513,0.05369,1.84305,0.07051,0.95698,0.89620,0.45322,0.27478,-0.22972,0.44486,0.08603,-0.35035,-0.90190,-0.69514,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30,ROW36)",2.14146,0.05504,1.89045,0.07280,1.39420,0.65191,0.51301,0.02954,0.37554,0.65451,-0.30896,-0.67514,-0.88822,-0.85075,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30,ROW36)",2.04145,0.05585,1.91507,0.06885,1.12411,0.91488,0.33300,-0.10777,0.24290,0.58110,-0.21931,-0.11037,-0.82347,-1.01842,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30)",2.03360,0.05407,1.84960,0.06687,1.15032,0.65558,0.45517,0.35897,0.60797,0.32652,-0.39549,-0.31186,-0.95228,-0.97634,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW36)",1.48908,0.04852,1.65014,0.06894,0.88574,0.82714,0.12616,0.42978,0.29815,0.07152,-0.03244,0.01110,-1.09970,-0.67331,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30,ROW36)",1.57362,0.05308,1.81976,0.06986,0.89841,1.04306,0.28065,0.42713,-0.11727,0.42999,0.07727,-0.44212,-0.87805,-0.77417,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30,ROW36)",2.20455,0.05345,1.83318,0.07163,1.28387,0.67536,0.61703,0.28805,0.37584,0.23177,-0.39500,-0.47135,-0.65673,-1.01161,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30,ROW36)",2.25940,0.05401,1.84960,0.06802,1.18376,0.63534,0.52207,0.00774,0.44022,-0.04301,0.18815,-0.26087,-0.55292,-1.17395,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30,ROW36)",1.84873,0.05645,1.93526,0.07210,1.01345,0.82213,0.74715,0.20003,0.50873,-0.24052,0.34908,-0.54747,-0.99382,-0.94467,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",1.71440,0.05515,1.88677,0.06783,1.00820,0.68553,0.76896,0.32080,0.56092,0.22077,-0.08622,-0.61520,-1.12917,-0.81320,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",1.48521,0.04951,1.68357,0.06957,0.94222,0.92748,0.10572,0.39356,0.45361,-0.15499,0.11973,-0.35369,-0.97945,-0.60833,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",1.57813,0.05420,1.85825,0.07074,0.91472,0.97896,0.55335,0.31153,0.21008,-0.13885,0.30418,-0.42386,-1.00578,-0.76672,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",2.08887,0.05453,1.87027,0.07239,1.32860,0.67392,0.64913,0.41818,0.27604,0.25958,-0.46569,-0.33795,-1.02789,-0.86224,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",2.11683,0.05526,1.89248,0.06874,1.05181,0.86249,0.46197,0.27492,0.24642,0.22003,0.06654,-0.40717,-0.68048,-1.15886,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",1.91306,0.05752,1.97199,0.07285,0.96329,0.92848,0.75008,0.46385,0.10898,0.21685,-0.06700,-0.29522,-1.10245,-1.04985,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",1.81485,0.05525,1.89198,0.07202,0.87250,0.98622,0.56622,0.61174,0.29114,0.18045,-0.31114,-0.23394,-0.96776,-1.04068,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30)",1.92380,0.05372,1.83870,0.06577,1.11303,0.53795,0.75613,0.17571,0.32014,0.50406,-0.47337,-0.16114,-0.93633,-0.90060,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW36)",1.63345,0.04829,1.64344,0.06858,0.93203,0.78771,0.18763,0.46201,0.00194,0.02152,0.17721,-0.26174,-0.68846,-0.76499,0.84997
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW30,ROW36)",1.71015,0.05238,1.79676,0.06886,1.11416,1.12512,0.13007,-0.09220,0.10400,0.24372,0.07160,-0.00456,-1.07924,-0.68613,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26,ROW30,ROW36)",2.07348,0.05320,1.82571,0.07042,1.27172,0.76970,0.51481,0.21708,0.15129,0.35589,-0.28965,-0.38044,-0.78857,-0.89408,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26,ROW30,ROW36)",2.17974,0.05386,1.84568,0.06679,1.23618,0.69396,0.36760,0.14969,0.05495,0.42356,-0.05071,-0.14483,-0.75069,-1.04368,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26,ROW30,ROW36)",1.81470,0.05569,1.91034,0.07080,1.11999,0.93745,0.48658,0.16239,0.22720,-0.02208,0.46428,-0.62544,-1.04083,-0.79581,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",2.17292,0.05430,1.86030,0.06997,1.11284,0.76485,0.45354,0.21302,0.70384,-0.23815,0.01106,-0.21042,-0.69987,-1.15676,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",2.03069,0.05535,1.89660,0.07070,1.12396,0.73195,0.61453,0.34608,0.49867,-0.25771,0.27623,-0.54428,-0.87235,-1.00460,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24,ROW26,ROW30,ROW36)",2.03286,0.05388,1.84711,0.06897,1.15883,0.70548,0.55123,0.03510,0.39820,0.10147,0.08260,-0.35114,-0.78561,-0.95989,#N/A
