Factor,F1-FN,IC,IC.T-Stat,IC.Dev,1,2,3,4,5,6,7,8,9,10,NA
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30)",4.98801,0.08623,2.95198,0.08494,2.14753,1.93519,0.73720,0.48026,0.00259,-0.32925,-0.80090,-0.67560,-1.46593,-2.98449,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW36)",5.06419,0.09206,3.13682,0.08266,2.18128,1.67294,1.00454,0.81373,0.53861,-0.55417,-0.62066,-1.09123,-1.87341,-2.97660,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW30,ROW36)",5.37459,0.09109,3.12547,0.08950,2.17958,1.78179,0.83548,0.32537,0.61280,-0.35830,-0.92822,-0.56631,-1.46747,-3.36483,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24)",5.46418,0.08836,2.98827,0.07576,2.19946,1.43296,1.37505,0.96189,0.17774,-0.54854,-1.00117,-0.96121,-0.80148,-3.32427,-0.81230
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26)",5.35581,0.08629,2.91549,0.07310,2.25890,1.71826,1.01469,0.73327,0.03331,-0.51065,-0.61144,-0.81658,-1.14473,-3.16633,-0.81230
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30)",5.80684,0.09059,3.09952,0.08249,2.19340,1.81376,1.09927,0.54968,-0.06334,-0.35733,-0.68632,-0.75411,-0.94420,-3.76783,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW36)",5.75079,0.09573,3.26413,0.07985,2.18743,1.51977,1.13997,1.21052,0.30950,-0.20183,-1.05246,-0.59585,-1.70072,-3.68263,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26)",4.88890,0.08102,2.72988,0.07356,2.28358,1.54713,0.80879,0.73631,-0.35386,-0.40903,-0.25726,-0.80829,-1.39168,-2.68321,-0.10839
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30)",5.19223,0.08437,2.88701,0.08430,1.92890,1.86839,0.81518,0.46671,-0.22091,-0.28135,-0.20093,-0.84753,-1.01869,-3.46568,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW36)",5.05708,0.09028,3.07396,0.08110,2.07526,1.43240,1.25644,0.95098,0.01012,-0.21272,-0.59590,-0.81745,-1.90584,-3.10137,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30)",4.71707,0.08237,2.81416,0.08069,1.87108,1.84947,1.06279,0.33735,-0.39906,-0.12552,-0.08209,-0.96366,-1.44323,-2.99981,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW36)",5.02917,0.08883,3.02097,0.07807,2.05427,1.90024,0.86160,0.58503,-0.07827,-0.03953,-0.25266,-1.05816,-1.79624,-3.07919,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW30,ROW36)",5.44071,0.08870,3.03858,0.08640,2.08411,1.57390,1.06061,0.53684,-0.10700,-0.31068,-0.04698,-0.77965,-1.42149,-3.53139,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26)",5.53067,0.09120,3.08400,0.07590,2.44735,1.95904,0.94746,0.69061,0.06406,-0.21997,-1.16734,-1.10464,-0.94702,-3.15611,-0.81230
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30)",5.68507,0.09559,3.27455,0.08610,2.12812,2.54217,0.91683,0.31139,-0.01199,-0.32109,-0.94230,-0.72096,-1.10625,-3.71115,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW36)",5.54431,0.10014,3.41690,0.08189,2.28875,1.98014,1.02650,0.62697,0.82466,-0.16296,-1.36285,-0.71087,-2.04275,-3.36852,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30)",5.64097,0.09262,3.16803,0.08251,2.20109,2.12562,0.80455,0.62262,-0.14172,-0.34065,-0.27313,-1.26605,-1.05610,-3.55419,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW36)",5.87169,0.09890,3.37130,0.07952,2.40627,2.22380,0.47398,1.00078,0.21114,-0.29927,-0.39829,-1.32210,-1.63519,-3.55016,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW30,ROW36)",5.82882,0.09892,3.39265,0.08808,2.07810,2.38059,1.04533,0.38228,-0.07557,0.05943,-0.59157,-0.95095,-1.37163,-3.91092,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30)",5.07427,0.08637,2.95385,0.08411,2.05461,2.03104,0.81115,0.18954,-0.20267,-0.10516,-0.19631,-1.17256,-1.15281,-3.16287,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW36)",5.51150,0.09354,3.18376,0.08036,2.43807,1.91966,0.50796,0.77542,0.07786,0.15073,-0.82342,-1.23002,-1.54250,-3.17892,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW30,ROW36)",5.30324,0.09238,3.16767,0.09002,2.14357,2.33421,0.68973,0.02745,0.02598,0.10481,-0.35140,-1.15629,-1.42060,-3.34425,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW26,ROW30,ROW36)",5.41190,0.09108,3.11856,0.08643,2.28482,1.80711,0.98439,0.47716,-0.38686,-0.18779,-0.13444,-0.82284,-1.65318,-3.28383,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24)",5.27526,0.08729,2.94791,0.08206,2.12005,1.67284,1.08650,0.91749,-0.10436,-0.10014,-0.73599,-0.92173,-1.19783,-3.23026,-0.71018
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26)",4.90367,0.08525,2.87536,0.07838,2.13323,1.74418,1.01658,0.70238,0.13129,-0.35273,-0.58155,-0.86003,-1.54109,-2.84339,-0.71018
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30)",5.39410,0.08912,3.05472,0.08684,2.03631,1.86636,1.05600,0.38321,0.29715,-0.17434,-0.79335,-0.78137,-1.30984,-3.51105,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW36)",5.61201,0.09504,3.24217,0.08511,2.20448,1.46086,1.44149,1.17870,-0.02106,-0.21886,-0.76035,-0.70022,-1.92355,-3.52159,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26)",4.91269,0.08070,2.69455,0.08151,2.34552,1.25068,1.19236,0.41821,0.01643,-0.74752,-0.30924,-0.89054,-1.19930,-2.66420,0.54868
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30)",4.61616,0.08229,2.82130,0.08822,1.84386,1.95443,0.92849,0.30533,0.01062,-0.23591,-0.65807,-0.70883,-1.38750,-2.98906,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW36)",4.94092,0.08953,3.04279,0.08724,2.08882,1.64338,1.07540,0.81826,0.13449,-0.54001,-0.65050,-0.25670,-2.28289,-2.98383,-0.05647
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30)",4.45876,0.08026,2.74650,0.08402,1.72279,2.12509,0.76411,0.35282,-0.15887,-0.33501,-0.08099,-1.04094,-1.39205,-2.88872,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW36)",4.79386,0.08858,3.00611,0.08369,2.00231,2.02142,0.74409,0.89766,-0.06698,-0.43281,-0.41369,-0.92615,-1.85293,-2.89816,-0.05647
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW30,ROW36)",5.11808,0.08746,3.00201,0.09033,1.85729,1.99351,0.92751,0.37573,0.31189,-0.51364,-0.50988,-0.68015,-1.27095,-3.43861,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26)",5.09810,0.09022,3.04618,0.08175,2.26045,2.18968,0.84890,0.20643,0.48399,-0.13404,-1.08920,-1.23926,-1.10908,-2.90044,-0.71018
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30)",5.59860,0.09412,3.23121,0.09092,2.16851,2.04738,1.30841,-0.10061,0.60079,-0.26611,-0.94073,-1.01091,-1.17203,-3.57406,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW36)",5.81867,0.09961,3.40207,0.08792,2.32973,2.02953,0.78159,0.88644,0.55284,-0.14822,-0.85846,-1.29334,-1.60146,-3.58445,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30)",5.44692,0.09117,3.12372,0.08680,2.01396,2.13907,0.95605,0.48743,0.13927,-0.31046,-0.37465,-1.26840,-1.11932,-3.54718,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW36)",5.83262,0.09861,3.36361,0.08484,2.33916,2.12474,0.80516,1.22844,-0.23089,-0.21739,-0.39162,-1.31703,-1.64327,-3.57949,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW30,ROW36)",5.81216,0.09806,3.37049,0.09266,2.03324,2.29105,1.04337,0.49967,0.20783,-0.25462,-0.50002,-0.99989,-1.33146,-3.93290,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30)",4.86993,0.08425,2.88693,0.08814,1.98874,2.03530,0.60417,0.65981,-0.29423,-0.18206,-0.57406,-1.16610,-0.98694,-3.03121,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW36)",5.20420,0.09314,3.16464,0.08683,2.32905,2.06039,0.54182,0.94492,-0.08449,-0.06568,-0.94886,-1.07715,-1.66258,-2.99234,-0.05647
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW30,ROW36)",5.24705,0.09128,3.13746,0.09419,2.16857,1.92842,1.19681,0.01478,0.19699,0.01132,-1.14658,-0.48359,-1.55711,-3.27585,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW26,ROW30,ROW36)",5.01133,0.08987,3.08319,0.09034,2.14176,1.84018,1.18083,0.30372,0.08604,-0.42038,-0.50753,-0.85141,-1.65991,-3.03229,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW26)",5.31502,0.08511,2.86667,0.07413,2.07005,2.08083,0.79412,0.65144,-0.40012,0.10931,-0.46014,-0.75006,-1.23032,-3.32388,-0.71018
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW30)",5.64238,0.08944,3.06199,0.08537,2.06637,1.89684,1.18022,0.37233,-0.22727,-0.15846,-0.49130,-0.57767,-1.24284,-3.75011,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW24,ROW36)",5.95463,0.09719,3.31229,0.08256,2.30565,1.62712,1.16521,0.83448,0.19834,-0.17970,-0.65867,-0.84709,-1.55822,-3.77453,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW30)",5.03277,0.08562,2.92558,0.08100,1.76350,2.01927,1.15508,0.38859,-0.29881,-0.39406,-0.02746,-0.58309,-1.51163,-3.40715,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW26,ROW36)",5.61403,0.09398,3.19764,0.07885,2.11520,2.17618,0.97040,0.60423,-0.23589,0.12217,-0.24853,-1.26962,-1.48882,-3.61342,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW21,ROW30,ROW36)",5.68160,0.09414,3.22792,0.08804,1.88699,1.96084,1.71260,0.08850,-0.23834,0.19879,-0.56622,-0.47800,-1.54187,-3.96893,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW30)",4.76727,0.07860,2.68566,0.08226,1.65935,2.03586,1.33316,-0.16463,-0.28332,-0.46925,-0.14668,-0.50107,-1.08064,-3.28608,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW26,ROW36)",5.21526,0.08818,2.98841,0.08082,2.24199,1.94183,1.09587,0.23964,-0.38164,-0.02389,-0.35997,-1.35975,-1.21571,-3.10493,-0.05647
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW24,ROW30,ROW36)",5.34387,0.08739,2.99605,0.08965,1.98396,1.92023,1.26795,0.29288,-0.40135,-0.27543,-0.34449,-0.69096,-1.10591,-3.58859,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW9,ROW26,ROW30,ROW36)",4.94711,0.08497,2.90791,0.08548,1.85214,2.03720,1.14689,0.54430,-0.65555,-0.38874,-0.06174,-0.56810,-1.54935,-3.25094,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW30)",5.84195,0.08977,3.07118,0.08477,2.19369,1.81740,1.25051,0.34822,-0.08858,-0.58862,-0.18813,-0.81746,-1.03750,-3.78631,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW26,ROW36)",6.35905,0.09922,3.37944,0.08175,2.78341,1.95736,1.11811,0.28686,-0.07613,-0.18387,-0.55043,-1.14746,-1.38324,-3.68716,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW24,ROW30,ROW36)",5.93179,0.09885,3.39386,0.09210,2.08132,2.24907,1.63563,0.08381,-0.40756,-0.23273,-0.15646,-0.87833,-1.25341,-4.03748,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW21,ROW26,ROW30,ROW36)",5.78248,0.09526,3.26424,0.08783,2.06486,2.19679,1.31549,0.44822,-0.56488,-0.03793,-0.52520,-0.44349,-1.50017,-3.86066,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW24,ROW26,ROW30,ROW36)",5.12126,0.08859,3.03477,0.08954,2.06573,2.18997,1.13507,0.25613,-0.29062,-0.88161,-0.33643,-0.28853,-1.56310,-3.22595,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW24)",5.00086,0.08591,2.90742,0.07847,2.02804,1.26200,1.61784,0.89995,0.12909,-0.44078,-0.73315,-1.16022,-1.08391,-3.03911,-0.81230
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW26)",4.92546,0.08520,2.88114,0.07603,2.25693,1.24931,1.28124,1.16735,0.04787,-0.61074,-0.80912,-0.72114,-1.63745,-2.72675,-0.81230
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW30)",5.52110,0.08921,3.05475,0.08377,2.19018,1.52569,1.21512,0.92282,-0.19387,-0.58225,-0.38545,-0.95181,-1.22029,-3.45822,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW21,ROW36)",5.29518,0.09315,3.17829,0.08196,1.95608,1.64405,1.49422,0.61776,0.42625,0.05402,-1.06970,-0.94512,-1.63072,-3.44082,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW26)",4.71636,0.08051,2.71493,0.07646,2.16963,1.34720,0.97023,0.98076,0.00414,-0.65449,-0.77317,-0.63231,-1.34828,-2.61774,-0.10839
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW30)",5.07335,0.08354,2.86054,0.08491,1.98851,1.64464,0.71884,0.82450,-0.21438,-0.29553,-0.35556,-0.75673,-1.22708,-3.25527,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW24,ROW36)",4.58973,0.08832,3.00964,0.08308,1.83645,1.40049,1.60334,0.47839,0.46227,-0.31890,-0.72742,-0.66637,-2.10296,-2.87280,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW30)",4.71782,0.08247,2.82056,0.08207,1.90321,1.89881,0.38533,0.87712,-0.01126,-0.43348,-0.15755,-1.01966,-1.43907,-2.94758,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW26,ROW36)",4.79657,0.08827,3.00495,0.08029,1.98028,1.74592,0.92395,0.86154,0.28385,-0.32214,-0.81657,-0.73620,-1.92447,-2.90475,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW9,ROW30,ROW36)",5.23358,0.08775,3.00811,0.08692,1.89751,1.56116,1.23918,0.44990,0.40193,-0.61106,-0.34736,-0.46077,-1.57419,-3.50321,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW26)",5.16273,0.08942,3.02659,0.07875,2.26104,1.59837,1.52174,0.83645,0.15415,-0.63843,-1.16345,-1.08165,-1.02107,-2.95975,-0.81230
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW30)",5.65368,0.09341,3.20194,0.08659,2.29494,1.92938,1.02424,0.52495,0.27863,-0.32607,-0.96353,-1.19900,-1.02379,-3.46832,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW24,ROW36)",5.10042,0.09651,3.29526,0.08396,1.93794,1.83363,1.42023,0.97592,0.25836,-0.06625,-0.92993,-1.32022,-1.73193,-3.25313,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW30)",5.38371,0.09232,3.16106,0.08391,2.15563,2.04214,0.82033,0.79347,0.06809,-0.30018,-0.87542,-0.90446,-1.41963,-3.32961,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW26,ROW36)",5.52392,0.09694,3.30757,0.08182,2.21792,1.79017,1.07886,1.15625,0.38181,-0.50420,-0.97934,-0.84478,-1.79942,-3.38195,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW21,ROW30,ROW36)",5.88965,0.09678,3.32133,0.08825,2.11408,2.03401,1.00181,0.43487,0.37013,0.11281,-0.93087,-0.92091,-1.24156,-3.91544,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW30)",4.98801,0.08623,2.95198,0.08494,2.14753,1.93519,0.73720,0.48026,0.00259,-0.32925,-0.80090,-0.67560,-1.46593,-2.98449,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW26,ROW36)",5.06419,0.09206,3.13682,0.08266,2.18128,1.67294,1.00454,0.81373,0.53861,-0.55417,-0.62066,-1.09123,-1.87341,-2.97660,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW24,ROW30,ROW36)",5.37459,0.09109,3.12547,0.08950,2.17958,1.78179,0.83548,0.32537,0.61280,-0.35830,-0.92822,-0.56631,-1.46747,-3.36483,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW18,ROW26,ROW30,ROW36)",5.15966,0.09066,3.10714,0.08671,2.18235,1.78307,0.87446,0.55106,-0.01840,0.04463,-0.71931,-0.78118,-1.73285,-3.11542,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW26)",5.35581,0.08629,2.91549,0.07310,2.25890,1.71826,1.01469,0.73327,0.03331,-0.51065,-0.61144,-0.81658,-1.14473,-3.16633,-0.81230
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW30)",5.80684,0.09059,3.09952,0.08249,2.19340,1.81376,1.09927,0.54968,-0.06334,-0.35733,-0.68632,-0.75411,-0.94420,-3.76783,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW24,ROW36)",5.75079,0.09573,3.26413,0.07985,2.18743,1.51977,1.13997,1.21052,0.30950,-0.20183,-1.05246,-0.59585,-1.70072,-3.68263,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW30)",5.25431,0.08814,3.01140,0.07919,1.94721,2.16213,0.80946,0.58007,-0.30577,-0.18286,-0.31620,-0.97403,-1.20729,-3.43714,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW26,ROW36)",5.39006,0.09384,3.19611,0.07716,2.06756,2.06753,0.91068,1.10524,-0.10080,-0.49079,-0.11291,-1.00120,-1.88514,-3.40450,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW21,ROW30,ROW36)",5.96410,0.09440,3.23391,0.08482,2.03894,1.73773,1.44852,0.37185,0.20046,-0.18451,-0.48052,-0.67880,-1.29536,-4.07275,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW30)",4.71707,0.08237,2.81416,0.08069,1.87108,1.84947,1.06279,0.33735,-0.39906,-0.12552,-0.08209,-0.96366,-1.44323,-2.99981,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW26,ROW36)",5.02917,0.08883,3.02097,0.07807,2.05427,1.90024,0.86160,0.58503,-0.07827,-0.03953,-0.25266,-1.05816,-1.79624,-3.07919,1.97947
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW24,ROW30,ROW36)",5.44071,0.08870,3.03858,0.08640,2.08411,1.57390,1.06061,0.53684,-0.10700,-0.31068,-0.04698,-0.77965,-1.42149,-3.53139,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW9,ROW26,ROW30,ROW36)",5.00095,0.08716,2.98137,0.08306,1.93677,1.85916,0.96172,0.66975,-0.41439,-0.25446,-0.08373,-0.71238,-1.66845,-3.20871,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW30)",5.64097,0.09262,3.16803,0.08251,2.20109,2.12562,0.80455,0.62262,-0.14172,-0.34065,-0.27313,-1.26605,-1.05610,-3.55419,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW26,ROW36)",5.87169,0.09890,3.37130,0.07952,2.40627,2.22380,0.47398,1.00078,0.21114,-0.29927,-0.39829,-1.32210,-1.63519,-3.55016,0.69258
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW24,ROW30,ROW36)",5.82882,0.09892,3.39265,0.08808,2.07810,2.38059,1.04533,0.38228,-0.07557,0.05943,-0.59157,-0.95095,-1.37163,-3.91092,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW21,ROW26,ROW30,ROW36)",5.79860,0.09685,3.31728,0.08511,2.24220,2.01783,1.10447,0.63413,-0.33102,0.03396,-0.59177,-0.61220,-1.69115,-3.70427,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW12,ROW24,ROW26,ROW30,ROW36)",5.41190,0.09108,3.11856,0.08643,2.28482,1.80711,0.98439,0.47716,-0.38686,-0.18779,-0.13444,-0.82284,-1.65318,-3.28383,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW26)",4.90367,0.08525,2.87536,0.07838,2.13323,1.74418,1.01658,0.70238,0.13129,-0.35273,-0.58155,-0.86003,-1.54109,-2.84339,-0.71018
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW30)",5.39410,0.08912,3.05472,0.08684,2.03631,1.86636,1.05600,0.38321,0.29715,-0.17434,-0.79335,-0.78137,-1.30984,-3.51105,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW24,ROW36)",5.61201,0.09504,3.24217,0.08511,2.20448,1.46086,1.44149,1.17870,-0.02106,-0.21886,-0.76035,-0.70022,-1.92355,-3.52159,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW30)",5.22411,0.08669,2.96613,0.08303,1.89062,2.05913,0.84678,0.60763,-0.09053,-0.12609,-0.22135,-1.09382,-1.33797,-3.44261,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW26,ROW36)",5.40288,0.09372,3.19295,0.08188,2.14310,2.08277,0.77748,1.07750,-0.15476,-0.20947,-0.30544,-0.83381,-2.09863,-3.34837,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW21,ROW30,ROW36)",5.69995,0.09374,3.21741,0.08906,1.85523,1.86448,1.54560,0.27809,0.45880,-0.24538,-0.74445,-0.71415,-1.23012,-3.99762,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW30)",4.45876,0.08026,2.74650,0.08402,1.72279,2.12509,0.76411,0.35282,-0.15887,-0.33501,-0.08099,-1.04094,-1.39205,-2.88872,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW26,ROW36)",4.79386,0.08858,3.00611,0.08369,2.00231,2.02142,0.74409,0.89766,-0.06698,-0.43281,-0.41369,-0.92615,-1.85293,-2.89816,-0.05647
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW24,ROW30,ROW36)",5.11808,0.08746,3.00201,0.09033,1.85729,1.99351,0.92751,0.37573,0.31189,-0.51364,-0.50988,-0.68015,-1.27095,-3.43861,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW9,ROW26,ROW30,ROW36)",4.87114,0.08597,2.94594,0.08681,1.92169,1.92135,0.93039,0.41009,0.35900,-0.78098,-0.12508,-0.74265,-1.71013,-3.09877,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW30)",5.44692,0.09117,3.12372,0.08680,2.01396,2.13907,0.95605,0.48743,0.13927,-0.31046,-0.37465,-1.26840,-1.11932,-3.54718,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW26,ROW36)",5.83262,0.09861,3.36361,0.08484,2.33916,2.12474,0.80516,1.22844,-0.23089,-0.21739,-0.39162,-1.31703,-1.64327,-3.57949,-1.05057
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW24,ROW30,ROW36)",5.81216,0.09806,3.37049,0.09266,2.03324,2.29105,1.04337,0.49967,0.20783,-0.25462,-0.50002,-0.99989,-1.33146,-3.93290,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW21,ROW26,ROW30,ROW36)",5.56988,0.09615,3.29921,0.08926,2.06822,2.03433,1.33595,0.37859,0.23314,-0.35987,-0.33959,-0.87708,-1.75877,-3.63192,#N/A
"AVG(ROW6,ROW7,ROW8,ROW15,ROW18,ROW24,ROW26,ROW30,ROW36)",5.01133,0.08987,3.08319,0.09034,2.14176,1.84018,1.18083,0.30372,0.08604,-0.42038,-0.50753,-0.85141,-1.65991,-3.03229,#N/A
